都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
222038,1440200000,静岡県,沼津市,あしたか学園,アシタカガクエン,,,沼津市東原164-1,,35.128385,138.819938,,,8.00002E+12,沼津市,,,,,,,,
222038,1440300000,静岡県,沼津市,青少年教育センター,セイショウネンキョウイクセンター,,,沼津市八幡町97,,35.098792,138.854377,,,8.00002E+12,沼津市,,,,,,,,
222038,1510100000,静岡県,沼津市,千本デイサービスセンター,センボンデイサービスセンター,,,沼津市本字千本1910-206,,35.096767,138.847366,,,8.00002E+12,沼津市,,,,,,,,
222038,1510200000,静岡県,沼津市,原老人福祉センター,ハラロウジンフクシセンター,,,沼津市原1200-3,,35.128502,138.793274,,,8.00002E+12,沼津市,,,,,,,,
222038,1510300000,静岡県,沼津市,原デイサービスセンター,ハラデイサービスセンター,,,沼津市原1200-3,,35.128502,138.793274,,,8.00002E+12,沼津市,,,,,,,,
222038,1510500000,静岡県,沼津市,戸田デイサービスセンター,ヘダデイサービスセンター,,,沼津市戸田1575-1,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,1510600000,静岡県,沼津市,高齢者生きがい活動支援センター松下,コウレイシャイキガイカツドウシエンセンターマツシタ,,,沼津市本字松下845-6,,35.09507,138.851438,,,8.00002E+12,沼津市,,,,,,,,
222038,1510700000,静岡県,沼津市,高齢者ふれあいプラザ松下,コウレイシャフレアイプラザマツシタ,,,沼津市本字松下845-6,,35.09507,138.851438,,,8.00002E+12,沼津市,,,,,,,,
222038,1510800000,静岡県,沼津市,高齢者就業センター,コウレイシャシュウギョウセンター,,,沼津市本字千本1910-219,,35.096767,138.847366,,,8.00002E+12,沼津市,,,,,,,,
222038,1520100000,静岡県,沼津市,高尾園,タカオエン,,,沼津市足高156-1,,35.112168,138.86178,,,8.00002E+12,沼津市,,,,,,,,
222038,1520200000,静岡県,沼津市,ぬまづ健康福祉プラザ,ヌマヅケンコウフクシプラザ,,,沼津市日の出町1-15,,35.019882,138.89595,,,8.00002E+12,沼津市,,,,,,,,
222038,1520400000,静岡県,沼津市,世代交流センター・老人福祉センター,セダイコウリュウセンター・ロウジンフクシセンター,,,沼津市本字千本1910-206,,35.096767,138.847366,,,8.00002E+12,沼津市,,,,,,,,
222038,1610100000,静岡県,沼津市,夜間救急医療センター,ヤカンキュウキュウイリョウセンター,,,沼津市日の出町1-15,,35.019882,138.89595,,,8.00002E+12,沼津市,,,,,,,,
222038,1610200000,静岡県,沼津市,戸田診療所,ヘダシンリョウジョ,,,沼津市戸田916-3,,34.964238,138.800647,,,8.00002E+12,沼津市,,,,,,,,
222038,1610300000,静岡県,沼津市,市立病院,シリツビョウイン,,,沼津市東椎路字春ノ木550,,35.127567,138.831619,,,8.00002E+12,沼津市,,,,,,,,
222038,1620100000,静岡県,沼津市,保健センター,ホケンセンター,,,沼津市八幡町97,,35.098792,138.854377,,,8.00002E+12,沼津市,,,,,,,,
222038,1620200000,静岡県,沼津市,保健センター戸田分館,ホケンセンターヘダブンカン,,,沼津市戸田916-2,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,1710100000,静岡県,沼津市,愛鷹運動公園テニスコート,アシタカウンドウコウエンテニスコート,,,沼津市足高字尾上201-1,,35.147056,138.854442,,,8.00002E+12,沼津市,,,,,,,,
222038,1710200000,静岡県,沼津市,市民体育館,シミンタイイクカン,,,沼津市高島本町1-4,,35.10817,138.857834,,,8.00002E+12,沼津市,,,,,,,,
222038,1710300000,静岡県,沼津市,勤労者体育センター,キンロウシャタイイクセンター,,,沼津市御幸町15-1,,35.096264,138.86399,,,8.00002E+12,沼津市,,,,,,,,
222038,1710400000,静岡県,沼津市,市営野球場管理棟,シエイヤキュウジョウカンリトウ,,,沼津市泉町2-1,,35.112168,138.86178,,,8.00002E+12,沼津市,,,,,,,,
222038,1710500000,静岡県,沼津市,屋内温水プール,オクナイオンスイプール,,,沼津市上香貫字二の洞2416-1,,35.091778,138.882263,,,8.00002E+12,沼津市,,,,,,,,
222038,1710600000,静岡県,沼津市,香陵武道場,コウリョウブドウジョウ,,,沼津市御幸町15-1,,35.096264,138.86399,,,8.00002E+12,沼津市,,,,,,,,
222038,1710700000,静岡県,沼津市,戸田B&G海洋センター,ヘダB&Gカイヨウセンター,,,沼津市戸田2053,,34.964238,138.800647,,,8.00002E+12,沼津市,,,,,,,,
222038,1710800000,静岡県,沼津市,(旧)静浦東小学校屋内運動場,(キュウ)シズウラヒガシショウガッコウオクナイウンドウジョウ,,,沼津市口野30-23,,35.047123,138.906799,,,8.00002E+12,沼津市,,,,,,,,
222038,1710900000,静岡県,沼津市,(旧)静浦西小学校屋内運動場((旧)静浦中学校),(キュウ)シズウラニシショウガッコウオクナイウンドウジョウ((キュウ)シズウラチュウガッコウ),,,沼津市志下530,,35.063286,138.88401,,,8.00002E+12,沼津市,,,,,,,,
222038,1440400000,静岡県,沼津市,(旧)勤労青少年ホーム,(キュウ)キンロウセイショウネンホーム,,,沼津市御幸町15－1,,35.095632,138.864055,,,8.00002E+12,沼津市,,,,,,,,
222038,1720100000,静岡県,沼津市,沼津港水門展望施設,ヌマヅコウスイモンテンボウシセツ,,,沼津市本字千本1905-27,,35.096767,138.847366,,,8.00002E+12,沼津市,,,,,,,,
222038,1720200000,静岡県,沼津市,戸田はかま滝オートキャンプ場,ヘダハカマダキオートキャンプジョウ,,,沼津市戸田3908-13,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,1720300000,静岡県,沼津市,戸田地域活性化センター,ヘダチイキカッセイカセンター,,,沼津市戸田1294-3,,34.964238,138.800669,,,8.00002E+12,沼津市,,,,,,,,
222038,1720400000,静岡県,沼津市,御浜岬公園管理事務所,ミハマミサキコウエンカンリジムショ,,,沼津市戸田2710-1,,35.002037,138.789536,,,8.00002E+12,沼津市,,,,,,,,
222038,1720500000,静岡県,沼津市,西浦海浜施設,ニシウラカイヒンシセツ,,,沼津市西浦平沢517-4,,35.020489,138.862549,,,8.00002E+12,沼津市,,,,,,,,
222038,1720600000,静岡県,沼津市,市民の森,シミンノモリ,,,沼津市西浦河内506他,,34.994728,138.861481,,,8.00002E+12,沼津市,,,,,,,,
222038,1720800000,静岡県,沼津市,ゆめとびら舟山,ユメトビラフナヤマ,,,沼津市戸田2558-1,,34.964238,138.800647,,,8.00002E+12,沼津市,,,,,,,,
222038,1810100000,静岡県,沼津市,千本住宅,センボンジュウタク,,,沼津市千本常磐町18-1,,35.087543,138.853149,,,8.00002E+12,沼津市,,,,,,,,
222038,1810200000,静岡県,沼津市,石田団地,イシダダンチ,,,沼津市大岡833-1,,35.10891,138.876968,,,8.00002E+12,沼津市,,,,,,,,
222038,1810300000,静岡県,沼津市,自由ヶ丘団地,ジユウガオカダンチ,,,沼津市大岡1972-1,,35.117013,138.870878,,,8.00002E+12,沼津市,,,,,,,,
222038,1810400000,静岡県,沼津市,小林団地,コバヤシダンチ,,,沼津市大岡3382-4,,35.134387,138.889632,,,8.00002E+12,沼津市,,,,,,,,
222038,1810600000,静岡県,沼津市,中尾団地,ナカオダンチ,,,沼津市東椎路1660-1,,35.127567,138.831619,,,8.00002E+12,沼津市,,,,,,,,
222038,1810700000,静岡県,沼津市,大久望団地,オオクボダンチ,,,沼津市西椎路645-4,,35.127789,138.827748,,,8.00002E+12,沼津市,,,,,,,,
222038,1810900000,静岡県,沼津市,松原団地,マツバラダンチ,,,沼津市原175-1,,35.122662,138.799072,,,8.00002E+12,沼津市,,,,,,,,
222038,1811000000,静岡県,沼津市,原鳥沢住宅,ハラトリサワジュウタク,,,沼津市原680-2,,35.127789,138.781443,,,8.00002E+12,沼津市,,,,,,,,
222038,1811100000,静岡県,沼津市,原団地,ハラダンチ,,,沼津市原1487-1,,35.127929,138.802342,,,8.00002E+12,沼津市,,,,,,,,
222038,1811200000,静岡県,沼津市,原町中団地,ハラマチナカダンチ,,,沼津市原町中3-5-1,,35.133194,138.801012,,,8.00002E+12,沼津市,,,,,,,,
222038,1811300000,静岡県,沼津市,西井出団地,ニシイデダンチ,,,沼津市井出2121,,35.144108,138.790412,,,8.00002E+12,沼津市,,,,,,,,
222038,1811400000,静岡県,沼津市,今沢団地,イマザワダンチ,,,沼津市今沢642-4他,,35.120564,138.813828,,,8.00002E+12,沼津市,,,,,,,,
222038,1811500000,静岡県,沼津市,富岳団地,フガクダンチ,,,沼津市大岡2162-1他,,35.118382,138.874032,,,8.00002E+12,沼津市,,,,,,,,
222038,1811600000,静岡県,沼津市,八重団地,ヤエダンチ,,,沼津市下香貫字八重5-1,,35.076717,138.871735,,,8.00002E+12,沼津市,,,,,,,,
222038,1811700000,静岡県,沼津市,ブルーアンジェロ,ブルーアンジェロ,,,沼津市大岡989-1,,35.107368,138.873917,,,8.00002E+12,沼津市,,,,,,,,
222038,1811800000,静岡県,沼津市,アリオス,アリオス,,,沼津市大岡1035-1,,35.108447,138.878453,,,8.00002E+12,沼津市,,,,,,,,
222038,1811900000,静岡県,沼津市,ビラウィステリア,ビラウィステリア,,,沼津市大岡2137-18,,35.118382,138.874032,,,8.00002E+12,沼津市,,,,,,,,
222038,1812000000,静岡県,沼津市,植松Ｙコーポ,ウエマツＹコーポ,,,沼津市東間門823-1,,35.099529,138.84558,,,8.00002E+12,沼津市,,,,,,,,
222038,1812100000,静岡県,沼津市,グリーンヒルズゆたか,グリーンヒルズユタカ,,,沼津市豊町19-3,,35.132343,138.861801,,,8.00002E+12,沼津市,,,,,,,,
222038,1812200000,静岡県,沼津市,ティアラマンション,ティアラマンション,,,沼津市筒井町4-1,,35.11954,138.863819,,,8.00002E+12,沼津市,,,,,,,,
222038,1812300000,静岡県,沼津市,ヴィラ一期一会,ヴィライチゴイチエ,,,沼津市下香貫揚原625-4,,35.083798,138.8762,,,8.00002E+12,沼津市,,,,,,,,
222038,1812400000,静岡県,沼津市,パーク藤井原,パークフジイバラ,,,沼津市下香貫藤井原1616-1,,35.079478,138.874269,,,8.00002E+12,沼津市,,,,,,,,
222038,1812500000,静岡県,沼津市,ＭＫプランドール,ＭＫプランドール,,,沼津市下香貫石原1295-1,,35.079724,138.875341,,,8.00002E+12,沼津市,,,,,,,,
222038,1820200000,静岡県,沼津市,岡宮北仮移転者用住宅Ｅ、Ｆ,オカノミヤキタカリイテンシャヨウジュウタクＥ、Ｆ,,,沼津市岡宮962-3,,35.132562,138.867295,,,8.00002E+12,沼津市,,,,,,,,
222038,1820300000,静岡県,沼津市,岡宮北仮設移転者用住宅Ｇ、Ｈ,オカノミヤキタカセツイテンシャヨウジュウタクＧ、Ｈ,,,沼津市岡宮961-3,,35.132562,138.867295,,,8.00002E+12,沼津市,,,,,,,,
222038,1820400000,静岡県,沼津市,岡宮北仮設移転者用住宅Ｉ,オカノミヤキタカセツイテンシャヨウジュウタクＩ,,,沼津市岡宮889-1,,35.129614,138.86914,,,8.00002E+12,沼津市,,,,,,,,
222038,1820500000,静岡県,沼津市,岡宮北仮設移転者用住宅Ｋ、Ｌ,オカノミヤキタカセツイテンシャヨウジュウタクＫ、Ｌ,,,沼津市岡宮797-1,,35.127192,138.865278,,,8.00002E+12,沼津市,,,,,,,,
222038,1820700000,静岡県,沼津市,看護師住宅,カンゴシジュウタク,,,沼津市東椎路字春ノ木550,,35.127567,138.831619,,,8.00002E+12,沼津市,,,,,,,,
222038,1820800000,静岡県,沼津市,戸田教職員住宅,ヘダキョウショクインジュウタク,,,沼津市戸田1127-1,,34.964238,138.800669,,,8.00002E+12,沼津市,,,,,,,,
222038,1820900000,静岡県,沼津市,岡宮北仮移転者用住宅Ｎ,オカノミヤキタカリイテンシャヨウジュウタクＮ,,,沼津市岡宮879-1,,35.127999,138.867166,,,8.00002E+12,沼津市,,,,,,,,
222038,1821000000,静岡県,沼津市,岡宮北仮移転者用住宅Ｏ,オカノミヤキタカリイテンシャヨウジュウタクＯ,,,沼津市岡宮1027-11,,35.130211,138.878113,,,8.00002E+12,沼津市,,,,,,,,
222038,1910100000,静岡県,沼津市,沼津駅南口第１自転車等駐車場,ヌマヅエキミナミグチダイ１ジテンシャナドチュウシャジョウ,,,沼津市大手町1-3-15,,35.103424,138.861343,,,8.00002E+12,沼津市,,,,,,,,
222038,1910200000,静岡県,沼津市,沼津駅南口第２自転車駐車場,ヌマヅエキミナミグチダイ２ジテンシャチュウシャジョウ,,,沼津市大手町1-3-16,サンサンパーキング１階,35.102197,138.861694,,,8.00002E+12,沼津市,,,,,,,,
222038,1910300000,静岡県,沼津市,沼津駅北口第２自転車等駐車場,ヌマヅエキキタグチダイ２ジテンシャナドチュウシャジョウ,,,沼津市米山町1-36,,35.10462,138.861673,,,8.00002E+12,沼津市,,,,,,,,
222038,1910400000,静岡県,沼津市,香貫駐車場,カヌキチュウシャジョウ,,,沼津市御幸町14-3,,35.11294,138.863583,,,8.00002E+12,沼津市,,,,,,,,
222038,1920100000,静岡県,沼津市,斎場,サイジョウ,,,沼津市中瀬町14-1,,35.096369,138.879783,,,8.00002E+12,沼津市,,,,,,,,
222038,1920300000,静岡県,沼津市,慰霊平和塔,イレイヘイワトウ,,,沼津市下香貫,,35.126595,138.874912,,,8.00002E+12,沼津市,,,,,,,,
222038,1930100000,静岡県,沼津市,片浜駅駐輪場用公衆便所(1か所),カタハマエキチュウリンジョウコウシュウベンジョ(1カショ),,,沼津市松長327-1の内,,35.115328,138.822169,,,8.00002E+12,沼津市,,,,,,,,
222038,1930200000,静岡県,沼津市,観光戦略課所管公衆便所(13ヶ所),カンコウセンリャクカショカンコウシュウベンジョ(13カショ),,,,,,,,,8.00002E+12,沼津市,,,,,,,,
222038,1930300000,静岡県,沼津市,農林農地課所管公衆便所(2か所),ノウリンノウチカショカンコウシュウベンジョ(2カショ),,,,,,,,,8.00002E+12,沼津市,,,,,,,,
222038,1930400000,静岡県,沼津市,緑地公園課所管公衆便所(53か所),リョクチコウエンカショカンコウシュウベンジョ(53カショ),,,,,,,,,8.00002E+12,沼津市,,,,,,,,
222038,1930500000,静岡県,沼津市,長浜城跡長浜側便益施設,ナガハマジョウセキナガハマガワベンエキシセツ,,,沼津市内浦長浜字網代177番,,35.019882,138.89595,,,8.00002E+12,沼津市,,,,,,,,
222038,2110100000,静岡県,沼津市,市庁舎,シチョウシャ,,,沼津市御幸町16-1,,35.095604,138.864059,,,8.00002E+12,沼津市,,,,,,,,
222038,2110300000,静岡県,沼津市,岡宮北区画整理事務所,オカノミヤキタクカクセイリジムショ,,,沼津市岡宮848-4,,35.127192,138.865278,,,8.00002E+12,沼津市,,,,,,,,
222038,2110400000,静岡県,沼津市,沼津駅周辺区画整理事務所,ヌマヅエキシュウヘンクカクセイリジムショ,,,沼津市大手町1-1-3,沼津商連ビル6階,35.103424,138.861343,,,8.00002E+12,沼津市,,,,,,,,
222038,1221700000,静岡県,沼津市,"文化財センター
((旧)静浦西小学校)","ブンカザイセンター
((キュウ)シズウラニシショウガッコウ)",,,沼津市志下530,,35.063286,138.88401,,,8.00002E+12,沼津市,,,,,,,,
222038,2120100000,静岡県,沼津市,片浜市民窓口事務所,カタハマシミンマドグチジムショ,,,沼津市大諏訪46-１,,35.110834,138.828692,,,8.00002E+12,沼津市,,,,,,,,
222038,2120200000,静岡県,沼津市,金岡市民窓口事務所,カナオカシミンマドグチジムショ,,,沼津市江原町3－1,,35.118943,138.860364,,,8.00002E+12,沼津市,,,,,,,,
222038,2120300000,静岡県,沼津市,大岡市民窓口事務所,オオオカシミンマドグチジムショ,,,沼津市大岡2357-1,,35.117085,138.87413,,,8.00002E+12,沼津市,,,,,,,,
222038,2120400000,静岡県,沼津市,静浦市民窓口事務所,シズウラシミンマドグチジムショ,,,沼津市獅子浜17,,35.051846,138.88681,,,8.00002E+12,沼津市,,,,,,,,
222038,2120500000,静岡県,沼津市,愛鷹市民窓口事務所,アシタカシミンマドグチジムショ,,,沼津市東原358-1,,35.129581,138.82309,,,8.00002E+12,沼津市,,,,,,,,
222038,2120600000,静岡県,沼津市,西浦市民窓口事務所,ニシウラシミンマドグチジムショ,,,沼津市西浦立保22-1,,35.016525,138.853134,,,8.00002E+12,沼津市,,,,,,,,
222038,2120700000,静岡県,沼津市,原市民窓口事務所,ハラシミンマドグチジムショ,,,沼津市原1200-3,,35.128502,138.793274,,,8.00002E+12,沼津市,,,,,,,,
222038,2120800000,静岡県,沼津市,浮島市民窓口事務所,ウキシマシミンマドグチジムショ,,,沼津市平沼375-1,,35.097443,138.855667,,,8.00002E+12,沼津市,,,,,,,,
222038,2120900000,静岡県,沼津市,大平市民窓口事務所,オオヒラシミンマドグチジムショ,,,沼津市大平2200,,35.07703,138.910568,,,8.00002E+12,沼津市,,,,,,,,
222038,2121000000,静岡県,沼津市,内浦市民窓口事務所,ウチウラシミンマドグチジムショ,,,沼津市内浦三津410-1,,35.028088,138.902435,,,8.00002E+12,沼津市,,,,,,,,
222038,2121100000,静岡県,沼津市,戸田市民窓口事務所,ヘダシミンマドグチジムショ,,,沼津市戸田1294-3,,34.964238,138.800669,,,8.00002E+12,沼津市,,,,,,,,
222038,2210100000,静岡県,沼津市,駿東伊豆消防本部,スントウイズショウボウホンブ,,,沼津市寿町2-10,,35.051869,138.8868,,,8.00002E+12,沼津市,,,,,,,,
222038,2210200000,静岡県,沼津市,沼津南消防署,ヌマヅミナミショウボウショ,,,沼津市吉田町20-1,,35.100742,138.849411,,,8.00002E+12,沼津市,,,,,,,,
222038,2210300000,静岡県,沼津市,沼津北消防署,ヌマヅキタショウボウショ,,,沼津市寿町2-10,,35.051869,138.8868,,,8.00002E+12,沼津市,,,,,,,,
222038,2210400000,静岡県,沼津市,沼津南消防署静浦分署,ヌマヅミナミショウボウショシズカウラブンショショ,,,沼津市獅子浜14-1,,35.063286,138.88401,,,8.00002E+12,沼津市,,,,,,,,
222038,2210500000,静岡県,沼津市,沼津南消防署内浦出張所,ヌマヅミナミショウボウショウチウラシュッチョウジョ,,,沼津市内浦三津88-12,,35.028088,138.902435,,,8.00002E+12,沼津市,,,,,,,,
222038,2210600000,静岡県,沼津市,沼津南消防署大平出張所,ヌマヅミナミショウボウショオオヒラシュッチョウジョ,,,沼津市大平1442-6,,35.071606,138.902802,,,8.00002E+12,沼津市,,,,,,,,
222038,2210700000,静岡県,沼津市,沼津南消防署西浦出張所,ヌマヅミナミショウボウショニシウラシュッチョウジョ,,,沼津市西浦立保22-1,,35.016525,138.853134,,,8.00002E+12,沼津市,,,,,,,,
222038,2210800000,静岡県,沼津市,沼津南消防署戸田出張所,ヌマヅミナミショウボウショヘダシュッチョウジョ,,,沼津市戸田1306-1,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2211100000,静岡県,沼津市,駿東伊豆消防指令センター,スントウイズショウボウシレイセンター,,,沼津市北高島町21-38,,35.132343,138.861801,,,8.00002E+12,沼津市,,,,,,,,
222038,2211300000,静岡県,沼津市,救急ワークステーション,キュウキュウワークステーション,,,沼津市東椎路字春ノ木550,,35.127567,138.831619,,,8.00002E+12,沼津市,,,,,,,,
222038,2220100000,静岡県,沼津市,消防団第１分団,ショウボウダンダイ１ブンダン,,,沼津市高島町30-24,,35.107253,138.854957,,,8.00002E+12,沼津市,,,,,,,,
222038,2220200000,静岡県,沼津市,消防団第２分団,ショウボウダンダイ２ブンダン,,,沼津市錦町2-9,,35.091383,138.862059,,,8.00002E+12,沼津市,,,,,,,,
222038,2220300000,静岡県,沼津市,消防団第３分団,ショウボウダンダイ３ブンダン,,,沼津市御幸町15-1,,35.096264,138.86399,,,8.00002E+12,沼津市,,,,,,,,
222038,2220400000,静岡県,沼津市,消防団第４分団,ショウボウダンダイ４ブンダン,,,沼津市下香貫藤井原1617-7,,35.079478,138.874269,,,8.00002E+12,沼津市,,,,,,,,
222038,2220500000,静岡県,沼津市,消防団第５分団,ショウボウダンダイ５ブンダン,,,沼津市我入道東町171,,35.078369,138.860809,,,8.00002E+12,沼津市,,,,,,,,
222038,2220600000,静岡県,沼津市,消防団第６分団,ショウボウダンダイ６ブンダン,,,沼津市西間門574-29,,35.016525,138.853134,,,8.00002E+12,沼津市,,,,,,,,
222038,2220700000,静岡県,沼津市,消防団第７分団,ショウボウダンダイ７ブンダン,,,沼津市大諏訪181-2,,35.102408,138.861694,,,8.00002E+12,沼津市,,,,,,,,
222038,2220800000,静岡県,沼津市,消防団第８分団,ショウボウダンダイ８ブンダン,,,沼津市志下334-3,,35.094837,138.88472,,,8.00002E+12,沼津市,,,,,,,,
222038,2220900000,静岡県,沼津市,消防団第１０分団,ショウボウダンダイ１０ブンダン,,,沼津市多比字船越1-8,,35.147038,138.854446,,,8.00002E+12,沼津市,,,,,,,,
222038,2221100000,静岡県,沼津市,消防団第１１分団,ショウボウダンダイ１１ブンダン,,,沼津市重寺65-3,,35.116219,138.860336,,,8.00002E+12,沼津市,,,,,,,,
222038,2221200000,静岡県,沼津市,消防団第１２分団,ショウボウダンダイ１２ブンダン,,,沼津市内浦三津88-12,,35.028088,138.902435,,,8.00002E+12,沼津市,,,,,,,,
222038,2221300000,静岡県,沼津市,消防団第１５分団,ショウボウダンダイ１５ブンダン,,,沼津市西浦河内167-5,,35.115714,138.8656,,,8.00002E+12,沼津市,,,,,,,,
222038,2221400000,静岡県,沼津市,消防団第１６分団,ショウボウダンダイ１６ブンダン,,,沼津市西浦久連212-3,,34.994728,138.861481,,,8.00002E+12,沼津市,,,,,,,,
222038,2221500000,静岡県,沼津市,消防団第１７分団,ショウボウダンダイ１７ブンダン,,,沼津市西浦平沢101-8,,35.017883,138.809753,,,8.00002E+12,沼津市,,,,,,,,
222038,2221600000,静岡県,沼津市,消防団第１８分団,ショウボウダンダイ１８ブンダン,,,沼津市古宇字細ヶ市342-2,,35.133194,138.801012,,,8.00002E+12,沼津市,,,,,,,,
222038,2221700000,静岡県,沼津市,消防団第１９分団,ショウボウダンダイ１９ブンダン,,,沼津市西浦江梨字寺道148-2,,35.018806,138.807877,,,8.00002E+12,沼津市,,,,,,,,
222038,2221800000,静岡県,沼津市,消防団第２０分団,ショウボウダンダイ２０ブンダン,,,沼津市大岡字米之内585-9,,35.11153,138.886307,,,8.00002E+12,沼津市,,,,,,,,
222038,2221900000,静岡県,沼津市,消防団第２１分団,ショウボウダンダイ２１ブンダン,,,沼津市大岡字二ツ谷1512-1,,35.102867,138.875381,,,8.00002E+12,沼津市,,,,,,,,
222038,2222000000,静岡県,沼津市,消防団第２３分団,ショウボウダンダイ２３ブンダン,,,沼津市岡宮字蓮池田1070-2,,35.132562,138.867295,,,8.00002E+12,沼津市,,,,,,,,
222038,2222100000,静岡県,沼津市,消防団第２４分団,ショウボウダンダイ２４ブンダン,,,沼津市筒井町7-15,,35.11954,138.863819,,,8.00002E+12,沼津市,,,,,,,,
222038,2222200000,静岡県,沼津市,消防団第２５分団,ショウボウダンダイ２５ブンダン,,,沼津市西沢田496-5,,35.121746,138.858871,,,8.00002E+12,沼津市,,,,,,,,
222038,2222300000,静岡県,沼津市,消防団第２６分団,ショウボウダンダイ２６ブンダン,,,沼津市東椎路1216-5,,35.125935,138.816559,,,8.00002E+12,沼津市,,,,,,,,
222038,2222400000,静岡県,沼津市,消防団第２７分団,ショウボウダンダイ２７ブンダン,,,沼津市東原361,,35.129581,138.82309,,,8.00002E+12,沼津市,,,,,,,,
222038,2222500000,静岡県,沼津市,消防団第２８分団,ショウボウダンダイ２８ブンダン,,,沼津市鳥谷63-1,,35.129158,138.852446,,,8.00002E+12,沼津市,,,,,,,,
222038,2222600000,静岡県,沼津市,消防団第２９分団,ショウボウダンダイ２９ブンダン,,,沼津市大平717-3,,35.073627,138.890305,,,8.00002E+12,沼津市,,,,,,,,
222038,2222700000,静岡県,沼津市,消防団第３０分団,ショウボウダンダイ３０ブンダン,,,沼津市大平1677-2,,35.073189,138.905304,,,8.00002E+12,沼津市,,,,,,,,
222038,2222800000,静岡県,沼津市,消防団第３１分団,ショウボウダンダイ３１ブンダン,,,沼津市大塚3-38,,35.120754,138.802216,,,8.00002E+12,沼津市,,,,,,,,
222038,2222900000,静岡県,沼津市,消防団第３２分団,ショウボウダンダイ３２ブンダン,,,沼津市原899,,35.127789,138.781443,,,8.00002E+12,沼津市,,,,,,,,
222038,2223000000,静岡県,沼津市,消防団第３３分団,ショウボウダンダイ３３ブンダン,,,沼津市植田前通252-10,,35.136322,138.755981,,,8.00002E+12,沼津市,,,,,,,,
222038,2223100000,静岡県,沼津市,消防団第３５分団,ショウボウダンダイ３５ブンダン,,,沼津市平沼910-1,,35.147877,138.784592,,,8.00002E+12,沼津市,,,,,,,,
222038,2223200000,静岡県,沼津市,消防団第３６分団,ショウボウダンダイ３６ブンダン,,,沼津市戸田1684-1,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2223300000,静岡県,沼津市,消防団第３７分団,ショウボウダンダイ３７ブンダン,,,沼津市戸田1096,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2223400000,静岡県,沼津市,消防団第３８分団,ショウボウダンダイ３８ブンダン,,,沼津市戸田916-2,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2223500000,静岡県,沼津市,消防団第３９分団,ショウボウダンダイ３９ブンダン,,,沼津市井田29-1,,35.002037,138.789536,,,8.00002E+12,沼津市,,,,,,,,
222038,2223600000,静岡県,沼津市,消防団第４０分団,ショウボウダンダイ４０ブンダン,,,沼津市戸田2560-2,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2230100000,静岡県,沼津市,沼津市香貫コミュニティ防災センター,ヌマヅシカヌキコミュニティボウサイセンター,,,沼津市中原6-16,,35.098019,138.875813,,,8.00002E+12,沼津市,,,,,,,,
222038,2230200000,静岡県,沼津市,沼津市第一防災倉庫,ヌマヅシダイイチボウサイソウコ,,,沼津市三芳町4-5,,35.103477,138.86557,,,8.00002E+12,沼津市,,,,,,,,
222038,2230300000,静岡県,沼津市,中上防災センター,ナカガミボウサイセンター,,,沼津市戸田1675-2,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2230400000,静岡県,沼津市,静浦コミュニティ防災センター,シズウラコミュニティボウサイセンター,,,沼津市獅子浜17,,35.051846,138.88681,,,8.00002E+12,沼津市,,,,,,,,
222038,2230500000,静岡県,沼津市,西浦コミュニティ防災センター,ニシウラコミュニティボウサイセンター,,,沼津市西浦立保22-1,,35.016525,138.853134,,,8.00002E+12,沼津市,,,,,,,,
222038,2230600000,静岡県,沼津市,保健センター戸田分館防災倉庫,ホケンセンターヘダブンカンボウサイソウコ,,,沼津市戸田916-2,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2230700000,静岡県,沼津市,戸田防災倉庫,ヘダボウサイソウコ,,,沼津市戸田1294-3,,34.964238,138.800669,,,8.00002E+12,沼津市,,,,,,,,
222038,2230800000,静岡県,沼津市,片浜小学校防災倉庫,カタハマショウガッコウボウサイソウコ,,,沼津市大諏訪41,,35.110834,138.828692,,,8.00002E+12,沼津市,,,,,,,,
222038,2230900000,静岡県,沼津市,(旧)静浦西小学校防災倉庫((旧)静浦中学校),(キュウ)セイウラニシショウガッコウボウサイソウコ((キュウ)シズウラチュウガッコウ),,,沼津市志下530,,35.063286,138.88401,,,8.00002E+12,沼津市,,,,,,,,
222038,2231000000,静岡県,沼津市,(旧)大岡分遣所,(キュウ)オオオカブンケンジョ,,,沼津市大岡891-2,,35.113823,138.873428,,,8.00002E+12,沼津市,,,,,,,,
