都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,データ名称,データ概要,データ形式,分類３,更新頻度,URL,API対応有無,ライセンス,登録日,最終更新日,備考
222038,8654,静岡県,沼津市,令和２年版沼津市統計書　行政・財政,沼津市の行政・財政についての統計資料,CSV,行財政,,https://opendata.pref.shizuoka.jp/dataset/8654.html,有,表示（CC BY）,2021/5/21,2021/6/1,"01 市議会常任委員会、議会運営委員会及び特別委員会開催日数.csv
02 市議会本会議開催及び付議件数.csv
03 議員定数及び所属会派.csv
04 選挙人名簿登録者数の推移.csv
05 市職員数の推移.csv
06 市職員数.csv
07 衆議院議員選挙（小選挙区）.csv
08 参議院議員選挙（選挙区）.csv
09 静岡県知事選挙.csv
10 静岡県議会議員選挙（沼津市選挙区）.csv
11 沼津市長選挙.csv
12 沼津市議会議員選挙.csv
13 最近の選挙党派別得票数.csv
14 一般会計歳入決算額.csv
15 一般会計目的別歳出決算額.csv
16 一般会計性質別歳出決算額.csv
17 市税決算額.csv
18 特別会計決算額.csv
19 企業会計決算額.csv
20 市債.csv
21 市税の換算状況.csv
22 公有財産.csv
23 市民所得.csv"
222038,8653,静岡県,沼津市,令和２年版沼津市統計書　災害・治安・司法,沼津市の災害・治安・司法についての統計資料,CSV,司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/8653.html,有,表示（CC BY）,2021/5/21,2021/6/1,"01 消防職員数.csv
02 消防分団の状況.csv
03 常備消防機械保有状況.csv
04 消防水利施設数.csv
05 火災発生状況.csv
06 出火原因と火災種別.csv
07 出火時間別火災発生状況.csv
08 事故別救急活動.csv
09 警察官署・職員数.csv
10 110番受理状況.csv
11 犯罪発生・検挙数（刑法犯）.csv
12 少年犯罪検挙数（刑法犯）.csv
13 交通事故発生件数（人身事故）.csv
14 第１当事者別交通事故発生件数（人身事故）.csv
15 違反別交通事故発生状況.csv
16 路線別交通事故発生件数（人身事故）.csv
17 民事事件（静岡地方裁判所沼津支部）.csv
18 刑事公判事件の受理・既済・未済人員（静岡地方裁判所沼津支部）.csv
19 刑事公判事件の終局区分別人員（静岡地方裁判所沼津支部）.csv
20 その他の刑事事件の新受・既済・未済人員（静岡地方裁判所沼津支部）.csv
21 民事事件（沼津簡易裁判所）.csv
22 刑事公判事件の受理・既済・未済人員（沼津簡易裁判所）.csv
23 刑事公判事件の終局区分別人員（沼津簡易裁判所）.csv
24 刑事略式事件の受理・既済・未済人員（沼津簡易裁判所）.csv
25 その他の刑事事件の新受・既済・未済人員（沼津簡易裁判所）.csv
26 家事調停事件状況.csv
27 人事訴訟事件状況.csv
28 不良行為少年補導状況.csv"
222038,8651,静岡県,沼津市,令和２年版沼津市統計書　教育・文化,沼津市の教育・文化についての統計資料,CSV,教育・文化・スポーツ・生活,,https://opendata.pref.shizuoka.jp/dataset/8651.html,有,表示（CC BY）,2021/5/19,2021/6/1,"01 小学校.csv
02 中学校.csv
03 高等学校.csv
04 大学.csv
05 工業高等専門学校.csv
06 特別支援学校.csv
07 幼稚園・認定こども園.csv
08 専修学校・各種学校.csv
09 市立中学校卒業生の進学就職状況.csv
10 児童生徒の平均体位.csv
11 市立小中一貫学校施設.csv
12 市立小学校施設.csv
13 市立中学校施設.csv
14 図書館資料所蔵数（図書資料）.csv
15 図書資料貸出状況.csv
16 図書館資料所蔵数（視聴覚資料）.csv
17 視聴覚資料貸出状況.csv
18 図書館貸出利用者数.csv
19 自動車文庫地域別ステーション数.csv
20 自動車文庫地域別利用者数.csv
21 自動車文庫地域別貸出数.csv
22 社会教育学級講座設置状況.csv"
222038,8648,静岡県,沼津市,令和２年版沼津市統計書　保健衛生,沼津市の保健衛生についての統計資料,CSV,社会保障・衛生,,https://opendata.pref.shizuoka.jp/dataset/8648.html,有,表示（CC BY）,2021/5/18,2021/6/1,"01 医療施設数.csv
02 市立病院利用状況.csv
03 主要死因別死亡者数.csv
04 医療関係従事者数.csv
05 環境衛生営業施設数.csv
06 狂犬病予防.csv
07 ごみ収集処理状況.csv
08 し尿収集処理状況.csv"
222038,8645,静岡県,沼津市,令和２年版沼津市統計書　労働・社会保障,沼津市の労働・社会保障についての統計資料,CSV,労働・賃金,,https://opendata.pref.shizuoka.jp/dataset/8645.html,有,表示（CC BY）,2021/5/14,2021/6/1,"01 民生委員.csv
02 保護世帯・保護人員.csv
03 月平均扶助別生活保護世帯・人員.csv
04 保護の開始・廃止世帯・人員.csv
05 生活保護費の状況.csv
06 身体障害者数.csv
07 保育所の状況.csv
08 福祉施設利用人員.csv
09 共同募金実績額.csv
10 日赤社資実績額.csv
11 国民健康保険の加入状況.csv
12 被保険者事由別異動状況.csv
13 国民健康保険の給付状況.csv
14 国民年金加入被保険者の状況.csv
15 介護保険.csv
16 産業別労働組合数・組合員数.csv
17 適用法規別組織状況.csv
18 一般職業紹介状況.csv
19 産業別一般職業求人状況.csv
20 事業所規模別一般新規求人状況.csv
21 雇用保険求職者支給状況.csv
22 労働者災害補償保険.csv
23 労働災害発生状況.csv
24 監督指導等実施状況.csv
25 賃金未払事件発生状況.csv
26 シルバー人材センター職群別就業実績.csv"
222038,8644,静岡県,沼津市,令和２年版沼津市統計書　市民生活,沼津市の市民生活についての統計資料,CSV,教育・文化・スポーツ・生活,,https://opendata.pref.shizuoka.jp/dataset/8644.html,有,表示（CC BY）,2021/5/14,2021/6/1,"01 酒類消費量.csv
02 テレビ受信契約数.csv
03 沼津中央青果市場取扱い状況.csv
04 沼津魚市場取扱い状況.csv
05 公害苦情発生件数.csv
06 二酸化窒素自動測定結果.csv
07 河川水質分析結果（年度平均値）.csv
08 内容別市民相談状況.csv
09 勤労青少年ホーム利用登録者状況.csv
10 千本プラザ利用者数.csv
11 御用邸記念公園入園者数.csv
12 市民体育館利用者数.csv
13 市民文化センター利用件数.csv
14 市民文化センター利用人数.csv"
222038,8643,静岡県,沼津市,令和２年版沼津市統計書　運輸・通信,沼津市の運輸・通信についての統計資料,CSV,運輸・観光,,https://opendata.pref.shizuoka.jp/dataset/8643.html,有,表示（CC BY）,2021/5/14,2021/6/1,"01 JR旅客輸送状況.csv
02 バス利用状況.csv
03 自動車保有状況.csv
04 沼津港入港船舶数.csv
05 沼津港乗降人員.csv
06 沼津港出入貨物トン数.csv
07 東名高速道路沼津インター利用状況.csv
08 東名高速道路スマートインターチェンジ利用状況（愛鷹スマートインターチェンジ）.csv
09 新東名高速道路スマートインターチェンジ利用状況（駿河湾沼津スマートインターチェンジ）.csv
10 市内郵便施設数.csv
11 観光客入込み状況.csv"
222038,8642,静岡県,沼津市,令和２年版沼津市統計書　ガス・水道,沼津市のガス・水道についての統計資料,CSV,エネルギー・水,,https://opendata.pref.shizuoka.jp/dataset/8642.html,有,表示（CC BY）,2021/5/14,2021/6/1,"01 ガスの業種別需要状況.csv
02 ガス管の延長.csv
03 給水人口・戸数.csv
04 上水道の用途別給水量.csv
05 上水道の用途別料金.csv
06 配水量.csv
07 送配水管の延長.csv
08 給水装置工事件数.csv"
222038,8641,静岡県,沼津市,令和２年版沼津市統計書　建設・住宅,沼津市の建設・住宅についての統計資料,CSV,住宅・土地・建設,,https://opendata.pref.shizuoka.jp/dataset/8641.html,有,表示（CC BY）,2021/5/14,2021/6/1,"01 道路実延長数.csv
02 道路・橋りょう.csv
03 橋りょう.csv
04 市道路の現況.csv
05 構造別建築同意件数.csv
06 工事別建築同意件数.csv
07 主要用途別建築確認申請件数.csv
08 用途地域別建築確認申請件数.csv
09 床面積別建築確認申請件数.csv
10 公営住宅の建設状況.csv
11 市営住宅保有状況.csv
12 高層建築物.csv
13 都市公園.csv
14 下水道.csv
15 風致地区.csv
16 用途地域別面積.csv
17 住宅の種類・所有の関係別住宅数・世帯数・世帯人員・１住宅当たり居住室数・畳数・延べ面積・１人当たり畳数及び１室当たり人員.csv
18 住宅の種類・構造・建築の時期別住宅数.csv
19 住宅の種類・１ヵ月当たり家賃別借家数.csv"
222038,8640,静岡県,沼津市,令和２年版沼津市統計書　金融,沼津市の金融についての統計資料,CSV,企業・家計・経済,,https://opendata.pref.shizuoka.jp/dataset/8640.html,有,表示（CC BY）,2021/5/14,2021/6/1,"01 金融機関別店舗数.csv
02 普通銀行預金.csv
03 普通銀行貸出金.csv
04 保証状況.csv
05 沼津市小口資金融資状況.csv
06 金融機関別預金貸出残高.csv
07 短期経営改善資金融資状況.csv"
222038,8639,静岡県,沼津市,令和２年版沼津市統計書　商業,沼津市の商業についての統計資料,CSV,商業・サービス業,,https://opendata.pref.shizuoka.jp/dataset/8639.html,有,表示（CC BY）,2021/5/14,2021/6/1,"01 商店数（法人・個人別）・従業者数・年間商品販売額・その他の収入額・売場面積.csv
02 地区別事業所数・従業者数・年間商品販売額・その他の収入額・売場面積.csv"
222038,8638,静岡県,沼津市,令和２年版沼津市統計書　工業,沼津市の工業についての統計資料,CSV,鉱工業,,https://opendata.pref.shizuoka.jp/dataset/8638.html,有,表示（CC BY）,2021/5/13,2021/6/1,"01 工業の推移.csv
02 従業者規模別事業所数・従業者数・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業者４人以上の事業所）.csv
03 産業分類中分類別事業所数・従業者数・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業者４人以上の事業所）.csv
04 地区別事業所数・従業者数・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業者４人以上の事業所）.csv"
222038,8637,静岡県,沼津市,令和２年版沼津市統計書　農林水産業,沼津市の農林水産業についての統計資料,CSV,農林水産業,,https://opendata.pref.shizuoka.jp/dataset/8637.html,有,表示（CC BY）,2021/5/13,2021/6/1,"01 農家数.csv
02 耕地面積.csv
03 水稲（子実用）作付面積・収穫量.csv
04 麦類収穫量.csv
05 農地転用状況.csv
06 林野面積.csv
07 漁業経営体数.csv
08 水産物数量.csv"
222038,8636,静岡県,沼津市,令和２年版沼津市統計書　事業所,沼津市の事業所についての統計資料,CSV,農林水産業,,https://opendata.pref.shizuoka.jp/dataset/8636.html,有,表示（CC BY）,2021/5/13,2021/6/1,"01 事業所数の推移.csv
02 従業者数の推移.csv
03 産業分類別従業者規模別事業所数・従業者数.csv
04 経営組織別事業所数の推移.csv
05 従業上の地位別従業者数.csv
06 産業分類別従業者規模別事業所数.csv
07 産業分類別従業者規模別従業者数.csv
08 産業分類別１事業所当たりの従業者数.csv"
222038,8634,静岡県,沼津市,令和２年版沼津市統計書　人口,沼津市の人口についての統計資料,CSV,人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/8634.html,有,表示（CC BY）,2021/5/13,2021/6/1,"01 人口の推移（国勢調査）.csv
02 自然動態.csv
03 社会動態.csv
04 町別人口.csv
05 戸籍取扱件数.csv
06 人口集中地区人口・面積.csv
07 年齢・男女別人口.csv
08 通勤・通学別流出・流入人口（15歳以上）.csv
09 小学校区別世帯数・人口.csv
10 地区別産業別就業人口.csv
11 中学校区別人口・世帯数.csv
12 年齢階級別配偶関係別人口.csv
13 小学校区別住居の種類・住宅の所有の関係別世帯数.csv
14 世帯の種類及び世帯人員.csv
15 住居の種類・住宅の所有の関係別一般世帯数.csv
16 小学校区別世帯の種類.csv"
222038,8633,静岡県,沼津市,令和２年版沼津市統計書　土地・気象,沼津市の土地・期初についての統計資料,CSV,国土・気象,,https://opendata.pref.shizuoka.jp/dataset/8633.html,有,表示（CC BY）,2021/5/13,2021/6/1,"01 市域の変せん.csv
02 位置.csv
03 市の面積と範囲.csv
04 地目別土地面積.csv
05 地目別面積・評価額（有祖地）.csv
06 地区別地積一覧表.csv
07 気象の状況.csv
08 台風被害状況.csv"
222038,8504,静岡県,沼津市,AED設置の市公共施設一覧,"沼津市のAEDを設置している公共施設の一覧です。
当データの利用にあたっては、「沼津市オープンデータ利用規約」に従ってください。
http://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/openkiyaku.pdf","XLSX
CSV",社会保障・衛生,,https://opendata.pref.shizuoka.jp/dataset/8504.html,有,表示（CC BY）,2021/3/19,2021/3/19,"AED設置の沼津市公共施設一覧.xlsx
AED設置の沼津市公共施設一覧.csv"
222038,8498,静岡県,沼津市,沼津市公共施設情報,"2021年３月現在における沼津市の公共施設（建物）の一覧情報です。
（推奨データセットフォーマット標準）","XLSX
CSV",行財政,,https://opendata.pref.shizuoka.jp/dataset/8498.html,有,表示（CC BY）,2021/3/15,2021/3/29,"222038_public_facility_20210305.xlsx
222038_public_facility_20210305.csv"
222038,8474,静岡県,沼津市,沼津市指定緊急避難場所一覧,"沼津市の指定緊急避難場所の一覧です。

当データの利用にあたっては、「沼津市オープンデータ利用規約」に従ってください。
http://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/openkiyaku.pdf",CSV,司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/8474.html,有,表示（CC BY）,2021/1/15,2021/1/15,沼津市指定緊急避難場所一覧.csv
222038,8460,静岡県,沼津市,沼津市子育て施設一覧,"2020年4月現在、沼津市の子育て施設の一覧です。
（推奨データセットフォーマット標準）

当データの利用にあたっては、「沼津市オープンデータ利用規約」に従ってください。
http://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/openkiyaku.pdf","CSV
XLSX",社会保障・衛生,,https://opendata.pref.shizuoka.jp/dataset/8460.html,有,表示（CC BY）,2020/12/28,2021/3/16,"沼津市子育て施設一覧.csv
沼津市子育て施設一覧.xlsx"
222038,8442,静岡県,沼津市,沼津市文化財一覧,"沼津市の文化財の一覧です。

当データの利用にあたっては、「沼津市オープンデータ利用規約」に従ってください。
http://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/openkiyaku.pdf",CSV,教育・文化・スポーツ・生活,,https://opendata.pref.shizuoka.jp/dataset/8442.html,有,表示（CC BY）,2020/12/4,2020/12/4,沼津市文化財一覧.csv
222038,8354,静岡県,沼津市,沼津市中学校区・年齢別人口（5歳刻み）,"人口に関する統計資料です。

当データの利用にあたっては、「沼津市オープンデータ利用規約」に従ってください。
http://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/openkiyaku.pdf",CSV,人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/8354.html,有,表示（CC BY）,2020/10/12,2020/10/12,沼津市中学校区・年齢別人口_20201001.csv
222038,8137,静岡県,沼津市,令和元年版沼津市統計書　行政・財政,沼津市の行政・財政について統計資料,XLS,行財政,,https://opendata.pref.shizuoka.jp/dataset/8137.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 市議会常任委員会、議会運営委員会及び特別委員会開催日数.xls
02 市議会本会議開催及び付議件数.xls
03 議員定数及び所属会派.xls
04 選挙人名簿登録者数の推移.xls
05 市職員数の推移.xls
06 市職員数.xls
07 衆議院議員選挙（小選挙区）.xls
08 参議院議員選挙（選挙区）.xls
09 静岡県知事選挙.xls
10 静岡県議会議員選挙（沼津市選挙区）.xls
11 沼津市長選挙.xls
12 沼津市議会議員選挙.xls
13 最近の選挙党派別得票数.xls
14 一般会計歳入決算額.xls
15 一般会計目的別歳出決算額.xls
16 一般会計性質別歳出決算額.xls
17 市税決算額.xls
18 特別会計決算額.xls
19 企業会計決算額.xls
20 市債.xls
21 市税の換算状況.xls
22 公有財産.xls
23 市民所得.xls"
222038,8136,静岡県,沼津市,令和元年版沼津市統計書　災害・治安・司法,沼津市の災害・治安・司法についての統計資料,XLS,司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/8136.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 消防職員数.xls
02 消防分団の状況.xls
03 常備消防機械保有状況.xls
04 消防水利施設数.xls
05 火災発生状況.xls
06 出火原因と火災種別.xls
07 出火時間別火災発生状況.xls
08 事故別救急活動.xls
09 警察官署・職員数.xls
10 110番受理状況.xls
11 犯罪発生・検挙数（刑法犯）.xls
12 少年犯罪検挙数（刑法犯）.xls
13 交通事故発生件数（人身事故）.xls
14 第１当事者別交通事故発生件数(人身事故).xls
15 違反別交通事故発生状況.xls
16 路線別交通事故発生件数（人身事故）.xls
17 民事事件(静岡地方裁判所沼津支部）.xls
18 刑事公判事件の受理・既済・未済人員（静岡地方裁判所沼津支部).xls
19 刑事公判事件の終局区分別人員（静岡地方裁判所沼津支部）.xls
20 その他の刑事事件の新受・既済・未済人員.xls
21 民事事件（沼津簡易裁判所）.xls
22 刑事公判事件の受理・既済・未済人員(沼津簡易裁判所）.xls
23 刑事公判事件の終局区分別人員（沼津簡易裁判所）.xls
24 刑事略式事件の受理・既済・未済人員.xls
25 その他の刑事事件の新受・既済・未済人員.xls
26 家事調停事件状況.xls
27 人事訴訟事件状況.xls
28 不良行為少年補導状況.xls"
222038,8135,静岡県,沼津市,令和元年版沼津市統計書　教育・文化,沼津市の教育・文化についての統計資料,XLS,教育・文化・スポーツ・生活,,https://opendata.pref.shizuoka.jp/dataset/8135.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 小学校.xls
02 中学校.xls
03 高等学校.xls
04 大学.xls
05 工業高等専門学校.xls
06 特別支援学校.xls
07 幼稚園・認定こども園.xls
08 専修学校・各種学校.xls
09 市立中学校卒業生の進学就職状況.xls
10 児童生徒の平均体位.xls
11 市立小中一貫学校施設.xls
12 市立小学校施設.xls
13 市立中学校施設.xls
14 図書館資料所蔵数(図書資料).xls
15 図書資料貸出状況.xls
16 図書館資料所蔵数(視聴覚資料).xls
17 視聴覚資料貸出状況.xls
18 図書館貸出利用者数.xls
19 自動車文庫地域別ステーション数.xls
20 自動車文庫地域別利用者数.xls
21 自動車文庫地域別貸出数.xls
22 社会教育学級講座設置状況 .xls"
222038,8134,静岡県,沼津市,令和元年版沼津市統計書　保健衛生,沼津市の保健衛生についての統計資料,XLS,社会保障・衛生,,https://opendata.pref.shizuoka.jp/dataset/8134.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 医療施設数.xls
02 市立病院利用状況.xls
03 主要死因別死亡者数.xls
04 医療関係従事者数.xls
05 環境衛生営業施設数.xls
06 狂犬病予防.xls
07 ごみ収集処理状況.xls
08 し尿収集処理状況.xls"
222038,8133,静岡県,沼津市,令和元年版沼津市統計書　労働・社会保障,沼津市の労働・社会保障についての統計資料,XLS,労働・賃金,,https://opendata.pref.shizuoka.jp/dataset/8133.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 民生委員.xls
02 保護世帯・保護人員.xls
03 月平均扶助別生活保護世帯・人員.xls
04 保護の開始・廃止世帯・人員.xls
05 生活保護費の状況.xls
06 身体障害者数.xls
07 保育所の状況.xls
08 福祉施設利用人員.xls
09 共同募金実績額.xls
10 日赤社資実績額.xls
11 国民健康保険の加入状況.xls
12 被保険者事由別異動状況.xls
13 国民健康保険の給付状況.xls
14 国民年金加入被保険者の状況.xls
15 介護保険.xls
16 産業別労働組合数・組合員数.xls
17 適用法規別組織状況.xls
18 一般職業紹介状況.xls
19 産業別一般職業求人状況.xls
20 事業所規模別一般新規求人状況.xls
21 雇用保険求職者支給状況.xls
22 労働者災害補償保険.xls
23 労働災害発生状況.xls
24 監督指導等実施状況.xls
25 賃金未払事件発生状況.xls
26 シルバー人材センター職群別就業実績.xls"
222038,8132,静岡県,沼津市,令和元年版沼津市統計書　市民生活,沼津市の市民生活についての統計資料,XLS,教育・文化・スポーツ・生活,,https://opendata.pref.shizuoka.jp/dataset/8132.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 酒類消費量.xls
02 テレビ受信契約数.xls
03 沼津中央青果市場取扱い状況.xls
04 沼津魚市場取扱い状況.xls
05 公害苦情発生件数.xls
06 二酸化窒素自動測定結果.xls
07 河川水質分析結果(年度平均値).xls
08 内容別市民相談状況.xls
09 勤労青少年ホーム利用登録者状況.xls
10 千本プラザ利用者数.xls
11 御用邸記念公園入園者数.xls
12 市民体育館利用者数.xls
13 市民文化センター利用件数.xls
14 市民文化センター利用人数.xls"
222038,8131,静岡県,沼津市,令和元年版沼津市統計書　運輸・通信,沼津市の運輸・通信についての統計資料,XLS,運輸・観光,,https://opendata.pref.shizuoka.jp/dataset/8131.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 JR旅客輸送状況.xls
02 バス利用状況.xls
03 自動車保有状況.xls
04 沼津港入港船舶数.xls
05 沼津港乗降人員.xls
06 沼津港出入貨物トン数.xls
07 東名高速道路沼津インター利用状況.xls
08 東名高速道路愛鷹スマートインターチェンジ利用状況.xls
09 新東名高速道路駿河湾沼津スマートインターチェンジ利用状況.xls
10 市内郵便施設数.xls
11 観光客入込み状況.xls"
222038,8130,静岡県,沼津市,令和元年版沼津市統計書　ガス・水道,沼津市のガス・水道についての統計資料,XLS,エネルギー・水,,https://opendata.pref.shizuoka.jp/dataset/8130.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 ガスの業種別需要状況.xls
02 ガス管の延長.xls
03 給水人口・戸数.xls
04 上水道の用途別給水量.xls
05 上水道の用途別料金.xls
06 配水量.xls
07 送配水管の延長.xls
08 給水装置工事件数.xls"
222038,8129,静岡県,沼津市,令和元年版沼津市統計書　建設・住宅,沼津市の建設・住宅についての統計資料,XLS,住宅・土地・建設,,https://opendata.pref.shizuoka.jp/dataset/8129.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 道路実延長数.xls
02 道路・橋りょう.xls
03 橋りょう .xls
04 市道路の現況.xls
05 構造別建築同意件数.xls
06 工事別建築同意件数.xls
07 主要用途別建築確認申請件数.xls
08 用途地域別建築確認申請件数.xls
09 床面積別建築確認申請件数.xls
10 公営住宅の建設状況.xls
11 市営住宅保有状況.xls
12 高層建築物.xls
13 都市公園.xls
14 下水道.xls
15 風致地区.xls
16 用途地域別面積.xls
17 住宅の種類.xls
18 住宅の種類・構造・建築の時期別住宅数.xls
19 住宅の種類・１ヵ月当たり家賃別借家数.xls"
222038,8128,静岡県,沼津市,令和元年版沼津市統計書　金融,沼津市の金融についての統計資料,XLS,企業・家計・経済,,https://opendata.pref.shizuoka.jp/dataset/8128.html,有,表示（CC BY）,2020/4/6,2020/4/8,"01 金融機関別店舗数.xls
02 普通銀行預金.xls
03 普通銀行貸出金.xls
04 保証状況.xls
05 沼津市小口資金融資状況.xls
06 金融機関別預金貸出残高.xls
07 短期経営改善資金融資状況.xls"
222038,8117,静岡県,沼津市,令和元年版沼津市統計書　商業,沼津市の商業についての統計資料,XLS,商業・サービス業,,https://opendata.pref.shizuoka.jp/dataset/8117.html,有,表示（CC BY）,2020/4/2,2020/4/8,"01 事業所(法人・個人別)・従業者数・年間商品販売額・その他の収入額・売場面積.xls
02 地区別事業所数・従業者数・年間商品販売額・その他の収入額・売場面積.xls"
222038,8116,静岡県,沼津市,令和元年版沼津市統計書　工業,沼津市の工業についての統計資料,XLS,鉱工業,,https://opendata.pref.shizuoka.jp/dataset/8116.html,有,表示（CC BY）,2020/4/2,2020/4/8,"01 工業の推移.xls
02 従業者規模別事業所数・従業者・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業員4人以上の事業所）.xls
03 産業分類別中分類別事業所数・従業者数・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業員4人以上の事業所）.xls
04 地区別事業所数・従業員数・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業員4人以上の事業所）.xls"
222038,8115,静岡県,沼津市,令和元年版沼津市統計書　農林水産業,沼津市の農林水産業についての統計資料,XLS,農林水産業,,https://opendata.pref.shizuoka.jp/dataset/8115.html,有,表示（CC BY）,2020/3/31,2020/4/8,"01 農家数.xls
02 耕地面積.xls
03 水稲(子実用)作付面積・収穫量.xls
04 麦類収穫量.xls
05 農地転用状況.xls
06 林野面積.xls
07 漁業経営体数.xls
08 水産物数量.xls"
222038,8114,静岡県,沼津市,令和元年版沼津市統計書　事業所,沼津市の事業所についての統計資料,XLS,農林水産業,,https://opendata.pref.shizuoka.jp/dataset/8114.html,有,表示（CC BY）,2020/3/31,2020/4/8,"01 事業所数の推移.xls
02 従業者数の推移.xls
03 産業分類別従業者規模別事業所数・従業者数.xls
04 経営組織別事業所数の推移.xls
05 従業上の地位別従業者数.xls
06 産業分類別従業者規模別事業所数.xls
07 産業分類別従業者規模別従業者数.xls
08 産業分類別１事業所当たりの従業者数.xls"
222038,8112,静岡県,沼津市,令和元年版沼津市統計書　人口,沼津市の人口についての統計資料,XLS,人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/8112.html,有,表示（CC BY）,2020/3/31,2020/4/8,"01 人口の推移(国勢調査).xls
02 自然動態.xls
03 社会動態.xls
04 町別人口.xls
05 戸籍取扱件数.xls
06 人口集中地区人口・面積.xls
07 年齢・男女別人口.xls
08 通勤・通学別流出・流入人口（１５歳以上）.xls
09 小学校区別世帯数・人口.xls
10 地区別産業別就業人口.xls
11 中学校区別人口・世帯数.xls
12 年齢階級別配偶関係別人口.xls
13 小学校区別住居の種類・住宅の所有の関係別世帯数.xls
14 世帯の種類及び世帯人員.xls
15 住居の種類・住宅の所有の関係別一般世帯数.xls
16 小学校区別世帯の種類.xls"
222038,8111,静岡県,沼津市,令和元年版沼津市統計書　土地・気象,沼津市の土地・気象についての統計資料,XLS,国土・気象,,https://opendata.pref.shizuoka.jp/dataset/8111.html,有,表示（CC BY）,2020/3/31,2020/4/8,"01 市域の変せん.xls
02 位置.xls
03 市の面積と範囲.xls
04 地目別土地面積.xls
05 地目別面積・評価額(有祖地).xls
06 地区別地積一覧表.xls
07 気象の状況.xls
08 台風被害状況.xls"
222038,8051,静岡県,沼津市,沼津市　洪水ハザードマップ（沼川・高橋川）,"大雨によって河川が増水し、河川の堤防が決壊した時にどのくらい地域が浸水するかを表した地図に、避難場所や避難に必要な情報を記載したものです。
国と県より想定し得る最大規模の降雨に伴う洪水（レベル2）による浸水想定区域図が公表されたことに伴い、令和2年２月にすべての洪水ハザードマップを更新しました。
　
　
当データの利用にあたっては、「沼津市オープンデータ利用規約」に従ってください。
http://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/openkiyaku.pdf","PDF
HTML",国土・気象,,https://opendata.pref.shizuoka.jp/dataset/8051.html,有,表示（CC BY）,2020/2/18,2020/2/19,"01_numagawa_map.pdf
02_numagawa_gakusyuu.pdf
https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kensetsu/hazard/index.htm"
222038,8050,静岡県,沼津市,沼津市　洪水ハザードマップ（新中川）,"大雨によって河川が増水し、河川の堤防が決壊した時にどのくらい地域が浸水するかを表した地図に、避難場所や避難に必要な情報を記載したものです。
国と県より想定し得る最大規模の降雨に伴う洪水（レベル2）による浸水想定区域図が公表されたことに伴い、令和2年２月にすべての洪水ハザードマップを更新しました。
　
　
当データの利用にあたっては、「沼津市オープンデータ利用規約」に従ってください。
http://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/openkiyaku.pdf","PDF
HTML",国土・気象,,https://opendata.pref.shizuoka.jp/dataset/8050.html,有,表示（CC BY）,2020/2/18,2020/2/19,"01_shinnakagawa_map.pdf
02_shinnakagawa_gakusyuu.pdf
https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kensetsu/hazard/index.htm"
