都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,データ名称,データ概要,データ形式,分類３,更新頻度,URL,API対応有無,ライセンス,登録日,最終更新日,備考
222038,7739,静岡県,沼津市,平成27年版沼津市統計書　運輸・通信,沼津市の運輸・通信についての統計資料,XLS,運輸・観光,,https://opendata.pref.shizuoka.jp/dataset/7739.html,有,表示（CC BY）,2019/3/29,2019/10/8,"01 JR旅客輸送状況.xls
02 バス利用状況.xls
03 自動車保有状況.xls
04 沼津港入港船舶数.xls
05 沼津港乗降人員.xls
06 沼津港出入貨物トン数.xls
07 東名高速道路沼津インター利用状況.xls
08 郵便物引受状況.xls
09 郵便物配達状況.xls
10 市内郵便施設数.xls
11 観光客入込み状況.xls"
222038,7738,静岡県,沼津市,平成27年版沼津市統計書　電気・ガス・水道,沼津市の電気・ガス・水道についての統計資料,XLS,エネルギー・水,,https://opendata.pref.shizuoka.jp/dataset/7738.html,有,表示（CC BY）,2019/3/29,2019/10/8,"01 電灯の需要状況.xls
02 電力の需要状況.xls
03 ガスの業種別需要状況.xls
04 ガス管の延長.xls
05 給水人口・戸数.xls
06 上水道の用途別給水量.xls
07 上水道の用途別料金.xls
08 配水量.xls
09 送配水管の延長.xls
10 給水装置工事件数.xls"
222038,7737,静岡県,沼津市,平成27年版沼津市統計書　建設・住宅,沼津市の建設・住宅についての統計資料,XLS,住宅・土地・建設,,https://opendata.pref.shizuoka.jp/dataset/7737.html,有,表示（CC BY）,2019/3/29,2019/4/10,"01 道路実延長数.xls
02 道路・橋りょう.xls
03 橋りょう.xls
04 市道路の現況.xls
05 構造別建築同意件数.xls
06 工事別建築同意件数.xls
07 主要用途別建築確認申請件数.xls
08 用途地域別建築確認申請件数.xls
09 床面積別建築確認申請件数.xls
10 公営住宅の建設状況.xls
11 市営住宅保有状況.xls
12 高層建築物.xls
13 都市公園.xls
14 下水道.xls
15 風致地区.xls
16 用途地域別面積.xls
17 住宅の種類・所有の関係別住宅数・世帯数・世帯人員・１住宅当たり居住室数・畳数・延べ面積・１人当たり畳数及び１室当たり人員.xls
18 住宅の種類・構造・建築の時期別住宅数.xls
19 住宅の種類・１ヵ月当たり家賃別借家数.xls"
222038,7736,静岡県,沼津市,平成27年版沼津市統計書　金融,沼津市の金融についての統計資料,XLS,企業・家計・経済,,https://opendata.pref.shizuoka.jp/dataset/7736.html,有,表示（CC BY）,2019/3/29,2019/4/10,"01 金融機関別店舗数.xls
02 普通銀行預金.xls
03 普通銀行貸出金.xls
04 保証状況.xls
05 沼津市小口資金融資状況.xls
06 金融機関別預金貸出残高.xls
07 短期経営改善資金融資状況.xls"
222038,7735,静岡県,沼津市,平成27年版沼津市統計書　商業,沼津市の商業についての統計資料,XLS,商業・サービス業,,https://opendata.pref.shizuoka.jp/dataset/7735.html,有,表示（CC BY）,2019/3/29,2019/10/8,"01 商業の推移.xls
02 商店数（法人・個人別、本・支店別）・従業者数・年間商品販売額・その他の収入額・商品手持額・売場面積.xls
03 地区別商店数・従業者数・年間商品販売額・その他の収入額・商品手持額・売場面積.xls"
222038,7734,静岡県,沼津市,平成27年版沼津市統計書　工業,沼津市の工業についての統計資料,XLS,鉱工業,,https://opendata.pref.shizuoka.jp/dataset/7734.html,有,表示（CC BY）,2019/3/29,2019/4/10,"01 工業の推移.xls
02 従業者規模別事業所数・従業者数・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業者４人以上の事業所）.xls
03 産業分類中分類別事業所数・従業者数・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業者４人以上の事業所）.xls
04 地区別事業所数・従業者数・現金給与総額・原材料使用額等・製造品出荷額等・粗付加価値額（従業者４人以上の事業所）.xls"
222038,7733,静岡県,沼津市,平成27年版沼津市統計書　農林水産業,沼津市の農林水産業についての統計資料,XLS,農林水産業,,https://opendata.pref.shizuoka.jp/dataset/7733.html,有,表示（CC BY）,2019/3/29,2019/10/8,"01 農家数.xls
02 耕地面積.xls
03 水稲作付面積・収穫量.xls
04 麦類収穫量.xls
05 農地転用状況.xls
06 林野面積.xls
07 漁業経営体数.xls
08 水産物数量.xls"
222038,7732,静岡県,沼津市,平成27年版沼津市統計書　事業所,沼津市の人口についての統計資料,XLS,農林水産業,,https://opendata.pref.shizuoka.jp/dataset/7732.html,有,表示（CC BY）,2019/3/29,2019/4/10,"01 事業所数の推移.xls
02 従業者数の推移.xls
03 産業分類別従業者規模別事業所数・従業者数.xls
04 経営組織別事業所数の推移.xls
05 従業上の地位別従業者数.xls
06 産業分類別従業者規模別事業所数.xls
07 産業分類別従業者規模別従業者数.xls
08 産業分類別１事業所当たりの従業者数.xls"
222038,7731,静岡県,沼津市,平成27年版沼津市統計書　人口,沼津市の人口についての統計資料,XLS,人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/7731.html,有,表示（CC BY）,2019/3/29,2019/4/10,"01 人口の推移（国勢調査）.xls
02 自然動態.xls
03 社会動態.xls
04 町別人口.xls
05 戸籍取扱件数.xls
06 人口集中地区人口・面積.xls
07 年齢・男女別人口.xls
08 通勤・通学別流出・流入人口（15歳以上）.xls
09 小学校区別世帯数・人口.xls
10 地区別産業別就業人口.xls
11 中学校区別人口・世帯数.xls
12 年齢階級別配偶関係別人口.xls
13 小学校区別住居の種類・住宅の所有の関係別世帯数.xls
14 世帯の種類.xls
15 住宅の種類・住宅の所有の関係別一般世帯数.xls
16 小学校区別世帯の種類.xls"
222038,7723,静岡県,沼津市,平成27年版沼津市統計書　土地・気象,沼津市の土地・気象についての統計資料,XLS,国土・気象,,https://opendata.pref.shizuoka.jp/dataset/7723.html,有,表示（CC BY）,2019/3/28,2019/4/10,"01 市域の変せん.xls
02 位置.xls
03 市の面積と範囲.xls
04 地目別土地面積.xls
05 地目別面積・評価額（有祖地）.xls
06 地区別地積一覧表.xls
07 気象の状況.xls
08 台風被害状況.xls"
222038,7719,静岡県,沼津市,沼津市地域包括支援センター一覧,"沼津市の地域包括支援センターの一覧です。

当データの利用にあたっては、「沼津市オープンデータ利用規約」に従ってください。

http://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/openkiyaku.pdf","XLSX
CSV
TXT",社会保障・衛生,,https://opendata.pref.shizuoka.jp/dataset/7719.html,有,表示（CC BY）,2019/3/26,2019/3/27,"沼津市包括支援センター一覧.xlsx
沼津市包括支援センター一覧.csv
https://www.city.numazu.shizuoka.jp/kurashi/fukushi/kaigo/shimin/chiikihokatsu.htm"
222038,6772,静岡県,沼津市,沼津市公共施設情報（基本）,"沼津市が保有する公共施設（ハコモノ）の情報です。
県と市町の行政経営研究会ＦＭ（ファシリティマネジメント）部会で定めた共通フォーマットに準拠しています。
※平成27年３月６日時点のデータです。",CSV,行財政,,https://opendata.pref.shizuoka.jp/dataset/fuji-456.html,有,表示（CC BY）,2015/3/18,2017/5/11,基本（沼津市）.csv
222038,6771,静岡県,沼津市,沼津市公共施設情報（建物）,"沼津市が保有する公共施設の情報です。
県と市町の行政経営研究会ＦＭ（ファシリティマネジメント）部会で定めた共通フォーマットに準拠しています。
※平成27年３月６日時点のデータです。",CSV,行財政,,https://opendata.pref.shizuoka.jp/dataset/fuji-455.html,有,表示（CC BY）,2015/3/18,2021/2/25,C1-建物（沼津市）.csv
222038,6770,静岡県,沼津市,中学校区別人口・世帯数,沼津市統計書に掲載されている統計データのうち、「中学校区別人口・世帯数（平成27年4月1日現在）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-454.html,有,表示（CC BY）,2016/7/27,2017/5/11,"toukeisyo_jinkou11_h270401.xls
toukeisyo_jinkou11_h270401.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6769,静岡県,沼津市,小学校区別世帯数・人口,沼津市統計書に掲載されている統計データのうち、「小学校区別世帯数・人口（平成22年国勢調査）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-453.html,有,表示（CC BY）,2016/7/25,2017/5/11,"toukeisyo_jinkou09_h22kokucho.xls
toukeisyo_jinkou09_h22kokucho.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6768,静岡県,沼津市,人口の推移（国勢調査）,沼津市統計書に掲載されている統計データのうち、「人口の推移（平成22年国勢調査）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-452.html,有,表示（CC BY）,2016/7/29,2018/2/19,"toukeisyo_jinkou01_h22kokucho.xls
toukeisyo_jinkou01_h22kokucho.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6767,静岡県,沼津市,年齢・男女別人口,沼津市統計書に掲載されている統計データのうち、「年齢・男女別人口（平成27年4月1日現在）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-451.html,有,表示（CC BY）,2016/7/29,2017/5/11,"toukeisyo_jinkou07_h270401.xls
toukeisyo_jinkou07_h270401.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6766,静岡県,沼津市,小学校区別住居の種類・住宅の所有の関係別世帯数,沼津市統計書に掲載されている統計データのうち、「小学校区別住居の種類・住宅の所有の関係別世帯数（平成22年国勢調査）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-450.html,有,表示（CC BY）,2016/8/1,2017/5/11,"toukeisyo_jinkou13_h22kokucho.xls
toukeisyo_jinkou13_h22kokucho.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6765,静岡県,沼津市,指定避難所,沼津市の指定避難所の名称・位置等の一覧です。,"XLS
CSV
HTML",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-449.html,有,表示（CC BY）,2016/7/28,2017/5/11,"sitei_hinanjyo_ichiran.xls
sitei_hinanjyo_ichiran.csv
http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/topics/shiteihinan/index.htm"
222038,6764,静岡県,沼津市,地震・津波・液状化ハザードマップ（沼津市）,静岡県第4次地震被害想定（レベル2）における沼津市の地震・津波・液状化ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-448.html,有,表示（CC BY）,2016/7/28,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
01 地震・津波・液状化ハザードマップ（沼津市）.pdf"
222038,6763,静岡県,沼津市,津波ハザードマップ（第二地区）,静岡県第4次地震被害想定（レベル2）における沼津市第二地区の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-447.html,有,表示（CC BY）,2016/7/28,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
02 津波ハザードマップ（第二・千本地区）.pdf"
222038,6762,静岡県,沼津市,津波ハザードマップ（第三地区）,静岡県第4次地震被害想定（レベル2）における沼津市第三地区下香貫、第三地区中、第三地区我入道地区の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-446.html,有,表示（CC BY）,2016/7/28,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
03 津波ハザードマップ（第三地区）.pdf"
222038,6761,静岡県,沼津市,津波ハザードマップ（第四地区）,静岡県第4次地震被害想定（レベル2）における沼津市第四地区の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-445.html,有,表示（CC BY）,2016/7/29,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
04 津波ハザードマップ（第四地区）.pdf"
222038,6760,静岡県,沼津市,津波ハザードマップ（静浦地区1）,静岡県第4次地震被害想定（レベル2）における沼津市静浦地区（志下・馬込・獅子浜）の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-444.html,有,表示（CC BY）,2016/7/29,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
05 津波ハザードマップ（静浦地区１）.pdf"
222038,6759,静岡県,沼津市,津波ハザードマップ（静浦地区2）,静岡県第4次地震被害想定（レベル2）における沼津市静浦地区（江浦・多比・口野）の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-443.html,有,表示（CC BY）,2016/7/29,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
06 津波ハザードマップ（静浦地区２）.pdf"
222038,6758,静岡県,沼津市,津波ハザードマップ（内浦地区）,静岡県第4次地震被害想定（レベル2）における沼津市内浦地区の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-442.html,有,表示（CC BY）,2016/7/29,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
07 津波ハザードマップ（内浦地区）.pdf"
222038,6757,静岡県,沼津市,津波ハザードマップ（西浦地区1）,静岡県第4次地震被害想定（レベル2）における沼津市西浦地区（木負・久連・平沢）の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-441.html,有,表示（CC BY）,2016/7/29,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
08 津波ハザードマップ（西浦地区１）.pdf"
222038,6756,静岡県,沼津市,津波ハザードマップ（西浦地区2）,静岡県第4次地震被害想定（レベル2）における沼津市西浦地区（立保・古宇・足保・久料）の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-440.html,有,表示（CC BY）,2016/7/29,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
09 津波ハザードマップ（西浦地区２）.pdf"
222038,6755,静岡県,沼津市,津波ハザードマップ（西浦地区3）,静岡県第4次地震被害想定（レベル2）における沼津市西浦地区（江梨）の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-439.html,有,表示（CC BY）,2016/7/29,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
10 津波ハザードマップ（西浦地区３）.pdf"
222038,6754,静岡県,沼津市,津波ハザードマップ（戸田地区）,静岡県第4次地震被害想定（レベル2）における沼津市戸田地区の津波ハザードマップです。,"HTML
PDF",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-438.html,有,表示（CC BY）,2016/7/29,2021/2/15,"http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm
11 津波ハザードマップ（戸田地区）.pdf"
222038,6753,静岡県,沼津市,駿東伊豆消防　消防本部・消防署・出張所,駿東伊豆消防の沼津市内の消防本部・消防署等の一覧です。,"XLSX
CSV
HTML",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-437.html,有,表示（CC BY）,2017/2/3,2017/5/11,"syoubousyo_ichiran.xlsx
syoubousyo_ichiran.csv
http://www.suntoizufd119.jp/soshiki/1st.html"
222038,6752,静岡県,沼津市,地区別産業別就業人口,沼津市統計書に掲載されている統計データのうち、「地区別産業別就業人口（平成22年国勢調査）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-436.html,有,表示（CC BY）,2016/8/8,2017/5/11,"toukeisyo_jinkou10_h22kokucho.xls
toukeisyo_jinkou10_h22kokucho.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6751,静岡県,沼津市,住居の種類・住宅の所有の関係別一般世帯数,沼津市統計書に掲載されている統計データのうち、「住居の種類・住宅の所有の関係別一般世帯数（平成22年国勢調査）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-435.html,有,表示（CC BY）,2016/8/29,2017/5/11,"toukeisyo_jinkou15_h22kokucho.xls
toukeisyo_jinkou15_h22kokucho.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6750,静岡県,沼津市,通勤・通学別流入人口,沼津市統計書に掲載されている統計データのうち、「通勤・通学別流入人口（15歳以上、平成22年国勢調査）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-434.html,有,表示（CC BY）,2016/8/29,2017/5/11,"toukeisyo_jinkou082_h22kokucho.xls
toukeisyo_jinkou082_h22kokucho.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6749,静岡県,沼津市,通勤・通学別流出人口,沼津市統計書に掲載されている統計データのうち、「通勤・通学別流出人口（15歳以上、平成22年国勢調査）」のデータです。,"XLS
CSV
HTML",人口・世帯,,https://opendata.pref.shizuoka.jp/dataset/fuji-433.html,有,表示（CC BY）,2016/8/29,2017/5/11,"toukeisyo_jinkou081_h22kokucho.xls
toukeisyo_jinkou081_h22kokucho.csv
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/27data/index.htm"
222038,6748,静岡県,沼津市,沼津市公共施設情報,"沼津市が保有する公共施設の情報です。
県と市町のＦＭ研究会で定めた共通フォーマットに準拠しています。
※平成27年3月31日時点のデータです。",CSV,行財政,,https://opendata.pref.shizuoka.jp/dataset/fuji-432.html,有,表示（CC BY）,2016/12/8,2017/5/11,"基本（沼津市）.csv
建物（沼津市）.csv"
222038,6747,静岡県,沼津市,沼津市駐輪場一覧,平成29年1月1日現在の市営駐輪場の一覧です。,"XLSX
CSV
HTML",行財政,,https://opendata.pref.shizuoka.jp/dataset/fuji-431.html,有,表示（CC BY）,2017/1/12,2017/5/11,"駐輪場一覧.xlsx
駐輪場一覧.csv
http://www.city.numazu.shizuoka.jp/kurashi/access/cycle/cyurinjyo.htm"
222038,6746,静岡県,沼津市,沼津市公衆無線LAN（Wi-Fiスポット）設置個所,"2019年3月現在、沼津市が設置する無料Wi-Fiスポットの一覧です。
（推奨データセットフォーマット標準）","HTML
XLSX
CSV",情報通信・科学技術,,https://opendata.pref.shizuoka.jp/dataset/fuji-430.html,有,表示（CC BY）,2017/1/24,2019/3/13,"http://www.city.numazu.shizuoka.jp/kankou/wifi/index.htm
沼津市公衆無線LAN設置箇所（推奨フォーマット）.xlsx
沼津市公衆無線LAN設置箇所（推奨フォーマット）.csv
沼津市公衆無線LAN設置箇所（2019公開情報）.xlsx"
222038,6745,静岡県,沼津市,駿東伊豆消防　消防本部・消防署・出張所,駿東伊豆消防の沼津市内の消防本部・消防署等の一覧です。,"XLSX
CSV
HTML",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-429.html,有,表示（CC BY）,2017/2/3,2017/5/11,"syoubousyo_ichiran_2.xlsx
syoubousyo_ichiran_2.csv
http://www.suntoizufd119.jp/soshiki/1st.html"
222038,6744,静岡県,沼津市,沼津市津波緊急避難施設一覧,沼津市の津波緊急避難施設の名称・位置等の一覧です。,CSV,司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-428.html,有,表示（CC BY）,2017/5/1,2017/5/11,津波緊急避難施設一覧表.csv
222038,6743,静岡県,沼津市,災害協定一覧表（他都市）,"沼津市と災害時相互応援協定を締結した、個別自治体５自治体との協定内容の情報です。
特例市等すでに協定を締結している自治体がある都道府県を除き、同じ災害で被害が重ならない自治体、基幹交通網が複数確保できること、日帰りでの対応可能な範囲、観光・物産振興が相互に図れることを方針に、締結しています。",CSV,司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-427.html,有,表示（CC BY）,2018/1/26,2018/1/26,災害協定一覧表（他都市） .csv
222038,6742,静岡県,沼津市,平成26年版沼津市統計書,平成26年版沼津市統計書のzipファイルです。,"ZIP
HTML",企業・家計・経済,,https://opendata.pref.shizuoka.jp/dataset/fuji-426.html,有,表示（CC BY）,2018/3/14,2018/3/28,"平成26年版沼津市統計書.zip
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/index.htm"
222038,6741,静岡県,沼津市,平成25年版沼津市統計書,平成25年版沼津市統計書のzipファイルです。,"ZIP
HTML",企業・家計・経済,,https://opendata.pref.shizuoka.jp/dataset/fuji-425.html,有,表示（CC BY）,2018/3/28,2018/3/28,"平成25年版沼津市統計書.zip
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/index.htm"
222038,6740,静岡県,沼津市,平成24年版沼津市統計書,平成24年版沼津市統計書のzipファイルです。,"ZIP
HTML",企業・家計・経済,,https://opendata.pref.shizuoka.jp/dataset/fuji-424.html,有,表示（CC BY）,2018/3/28,2018/3/28,"平成24年版沼津市統計書.zip
http://www.city.numazu.shizuoka.jp/shisei/profile/tokei/index.htm"
222038,6739,静岡県,沼津市,沼津市津波避難ビル一覧,沼津市で指定している津波避難ビルの名称・位置等の一覧です。,"CSV
HTML",司法・安全・環境,,https://opendata.pref.shizuoka.jp/dataset/fuji-423.html,有,表示（CC BY）,2018/7/13,2018/7/13,"沼津市津波避難ビル一覧(201807).csv
http://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/tunamihazard/index.htm"
