都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度,経度,口径,備考
222038,,静岡県,沼津市,消火栓,沼津市原（西町）,,35.7.26.68,138.48.1.1,100,
222038,,静岡県,沼津市,消火栓,沼津市原（西町）,,35.7.27.16,138.48.3.59,100,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.26.56,138.48.12.05,300,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.22.46,138.48.10.1,300,
222038,,静岡県,沼津市,消火栓,沼津市原（西町）,,35.7.21.4,138.47.57.76,75,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.17.7,138.48.7.39,200,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.13.07,138.48.5.0,200,
222038,,静岡県,沼津市,消火栓,沼津市原（西町）,,35.7.16.41,138.48.4.34,75,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（下石田）,,35.6.16.93,138.53.1.63,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（平和郷）,,35.6.12.27,138.53.11.06,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（下石田）,,35.6.11.41,138.52.53.07,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（下石田）,,35.6.3.04,138.52.59.39,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（下石田）,,35.6.7.56,138.52.58.51,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（木瀬川）,,35.6.1.44,138.53.4.24,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（石田ケ丘）,,35.6.15.91,138.52.44.88,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（下石田）,,35.6.11.24,138.52.44.62,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（日吉）,,35.6.3.31,138.52.35.42,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（日吉）,,35.5.49.8,138.52.38.99,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（日吉）,,35.5.57.72,138.52.28.72,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（下石田）,,35.6.2.91,138.52.50.35,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡,,35.5.56.16,138.52.39.21,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（下石田）,,35.5.54.78,138.52.44.66,,
222038,,静岡県,沼津市,防火水槽,沼津市山王台,,35.6.1.67,138.52.20.13,,
222038,,静岡県,沼津市,防火水槽,沼津市平町,,35.5.54.05,138.52.18.2,,
222038,,静岡県,沼津市,防火水槽,沼津市平町,,35.5.52.82,138.52.17.56,,
222038,,静岡県,沼津市,防火水槽,沼津市平町,,35.5.47.75,138.52.18.53,,
222038,,静岡県,沼津市,防火水槽,沼津市山王台,,35.5.55.82,138.52.13.19,,
222038,,静岡県,沼津市,防火水槽,沼津市平町,,35.5.50.27,138.52.11.75,,
222038,,静岡県,沼津市,防火水槽,沼津市山王台,,35.5.58.52,138.52.10.68,,
222038,,静岡県,沼津市,防火水槽,沼津市平町,,35.5.47.43,138.52.6.4,,
222038,,静岡県,沼津市,防火水槽,沼津市平町,,35.5.53.15,138.52.5.05,,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.9.59,138.53.22.464,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.7.235,138.53.20.672,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.1.6,138.53.16.62,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.2.51,138.53.19.708,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.9.945,138.53.14.248,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.10.25,138.53.1.64,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.9.99,138.53.5.902,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.0.905,138.53.21.28,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.9.675,138.53.19.7,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.3.595,138.53.16.678,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（上石田）,,35.7.3.99,138.53.9.9,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.24.17,138.51.44.46,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.23.82,138.51.41.53,150,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.45.04,138.46.27.42,200,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.47.7,138.46.27.7,100,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.49.47,138.46.19.69,100,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.46.49,138.46.16.83,200,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.43.8,138.46.31.05,150,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.42.92,138.46.35.15,150,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.47.32,138.46.40.54,150,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.35.98,138.46.44.37,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.27.5,138.47.22.8,250,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.33.7,138.47.19.82,75,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.35.17,138.47.17.45,75,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.33.39,138.47.15.55,75,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.30.5,138.47.13.4,75,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.53.51,138.47.3.17,250,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.51.46,138.47.2.14,75,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.51.6,138.46.57.75,100,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.51.59,138.47.3.24,250,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（高田）,,35.6.30.03,138.52.21.68,,
222038,,静岡県,沼津市,防火水槽,沼津市日の出町,,35.6.21.99,138.52.20.54,,
222038,,静岡県,沼津市,防火水槽,沼津市日の出町,,35.6.22.55,138.52.18.29,,
222038,,静岡県,沼津市,防火水槽,沼津市日の出町,,35.6.20.97,138.52.13.9,,
222038,,静岡県,沼津市,防火水槽,沼津市杉崎町,,35.6.14.11,138.52.8.5,,
222038,,静岡県,沼津市,池,沼津市杉崎町,,35.6.13.16,138.52.12.63,,
222038,,静岡県,沼津市,消火栓,沼津市駿河台,,35.7.26.53,138.51.42.75,75,
222038,,静岡県,沼津市,消火栓,沼津市駿河台,,35.7.34.1,138.51.38.87,75,
222038,,静岡県,沼津市,消火栓,沼津市駿河台,,35.7.29.91,138.51.39.96,75,
222038,,静岡県,沼津市,消火栓,沼津市東沢田,,35.7.21.9,138.51.34.46,75,
222038,,静岡県,沼津市,消火栓,沼津市東沢田,,35.7.30.22,138.51.32.46,75,
222038,,静岡県,沼津市,消火栓,沼津市西熊堂,,35.7.17.23,138.51.47.45,100,
222038,,静岡県,沼津市,消火栓,沼津市東沢田（長塚町）,,35.7.19.33,138.51.34.95,100,
222038,,静岡県,沼津市,消火栓,沼津市東沢田,,35.7.19.56,138.51.38.43,100,
222038,,静岡県,沼津市,消火栓,沼津市東熊堂,,35.7.7.66,138.51.58.39,300,
222038,,静岡県,沼津市,消火栓,沼津市東熊堂,,35.7.6.01,138.51.54.63,200,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.9.2.37,138.46.32.26,75,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.9.3.47,138.46.38.27,100,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.46.84,138.46.52.95,100,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.41.33,138.46.49.5,100,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.49.04,138.46.42.53,150,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.46.35,138.46.41.53,150,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.49.57,138.46.39.69,100,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.47.57,138.46.39.64,100,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.17.6,138.48.26.97,100,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.14.52,138.48.25.65,78,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.21.82,138.48.27.22,100,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.18.71,138.48.24.4,100,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.16.74,138.48.22.02,100,
222038,,静岡県,沼津市,消火栓,沼津市井出,,35.8.23.2,138.48.21.02,100,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.18.04,138.48.19.22,100,
222038,,静岡県,沼津市,消火栓,沼津市井出,,35.8.19.68,138.48.13.42,100,
222038,,静岡県,沼津市,消火栓,沼津市井出,,35.8.22.82,138.48.16.4,100,
222038,,静岡県,沼津市,消火栓,沼津市井出,,35.8.25.15,138.48.18.07,100,
222038,,静岡県,沼津市,消火栓,沼津市井出,,35.8.25.21,138.48.22.53,100,
222038,,静岡県,沼津市,消火栓,沼津市根古屋５１６番,,35.8.17.1,138.48.20.73,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.56.57,138.52.18.13,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.8.1.36,138.52.12.85,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.52.24,138.52.12.38,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.51.76,138.52.20.2,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.54.29,138.52.21.04,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.48.27,138.52.13.94,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.56.56,138.52.20.69,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.59.33,138.52.17.43,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.8.2.02,138.52.8.91,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.53.91,138.52.7.92,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.57.7,138.52.9.0,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.48.19,138.52.19.63,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.13.63,138.50.38.58,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.9.02,138.50.39.39,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.13.54,138.50.36.85,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.10.78,138.50.36.2,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.16.12,138.50.33.18,100,
222038,,静岡県,沼津市,消火栓,沼津市住吉町,,35.5.27.86,138.52.16.35,250,
222038,,静岡県,沼津市,消火栓,沼津市住吉町,,35.5.23.435,138.52.16.35,250,
222038,,静岡県,沼津市,消火栓,沼津市住吉町,,35.5.20.43,138.52.16.79,250,
222038,,静岡県,沼津市,消火栓,沼津市南本郷町,,35.5.15.79,138.52.17.63,250,
222038,,静岡県,沼津市,消火栓,沼津市住吉町,,35.5.28.07,138.52.12.95,150,
222038,,静岡県,沼津市,消火栓,沼津市住吉町,,35.5.22.78,138.52.13.76,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.38.11,138.52.9.24,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.35.78,138.52.8.25,400,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.36.43,138.52.5.33,75,
222038,,静岡県,沼津市,消火栓,沼津市住吉町,,35.5.28.5,138.52.9.99,150,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.22.82,138.52.8.98,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.37.0,138.52.0.59,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.29.2,138.52.4.35,150,
222038,,静岡県,沼津市,消火栓,沼津市三園町,,35.5.15.55,138.52.10.72,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.34.97,138.52.4.97,150,
222038,,静岡県,沼津市,消火栓,沼津市本郷町,,35.5.19.675,138.52.24.744,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.19.74,138.52.10.444,100,
222038,,静岡県,沼津市,消火栓,沼津市住吉町,,35.5.25.34,138.52.15.15,100,
222038,,静岡県,沼津市,消火栓,沼津市南本郷町,,35.5.17.68,138.52.14.05,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.36.51,138.52.12.2,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町９番８号,,35.5.38.71,138.52.15.25,100,
222038,,静岡県,沼津市,消火栓,沼津市本郷町,,35.5.37.61,138.52.18.72,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.35.36,138.52.8.07,150,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.29.43,138.52.2.33,150,
222038,,静岡県,沼津市,消火栓,沼津市白銀町,,35.5.55.01,138.51.17.43,100,
222038,,静岡県,沼津市,消火栓,沼津市錦町,,35.5.51.735,138.51.17.454,100,
222038,,静岡県,沼津市,消火栓,沼津市錦町,,35.5.54.89,138.51.13.83,200,
222038,,静岡県,沼津市,消火栓,沼津市東間門一丁目,,35.5.51.29,138.51.3.71,100,
222038,,静岡県,沼津市,消火栓,沼津市錦町,,35.5.49.64,138.51.12.94,200,
222038,,静岡県,沼津市,消火栓,沼津市西間門,,35.6.20.75,138.50.41.8,100,
222038,,静岡県,沼津市,消火栓,沼津市西間門,,35.6.22.05,138.50.52.58,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.24.3,138.52.2.43,100,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.20.27,138.52.4.11,350,
222038,,静岡県,沼津市,消火栓,沼津市御幸町,,35.5.18.84,138.52.4.77,100,
222038,,静岡県,沼津市,消火栓,沼津市市場町,,35.5.30.62,138.51.56.69,300,
222038,,静岡県,沼津市,消火栓,沼津市吉田町,,35.5.24.15,138.51.59.78,100,
222038,,静岡県,沼津市,消火栓,沼津市吉田町,,35.5.17.84,138.52.2.64,100,
222038,,静岡県,沼津市,消火栓,沼津市市場町,,35.5.34.2,138.51.52.44,300,
222038,,静岡県,沼津市,消火栓,沼津市吉田町,,35.5.19.37,138.51.53.09,100,
222038,,静岡県,沼津市,消火栓,沼津市市場町,,35.5.27.67,138.51.55.81,150,
222038,,静岡県,沼津市,消火栓,沼津市白銀町,,35.5.48.85,138.51.17.13,200,
222038,,静岡県,沼津市,消火栓,沼津市錦町,,35.5.49.24,138.51.14.8,200,
222038,,静岡県,沼津市,消火栓,沼津市本錦町,,35.6.2.03,138.51.14.3,100,
222038,,静岡県,沼津市,消火栓,沼津市白銀町,,35.6.0.56,138.51.18.32,75,
222038,,静岡県,沼津市,消火栓,沼津市錦町地先,,35.5.55.77,138.51.16.16,200,
222038,,静岡県,沼津市,消火栓,沼津市白銀町,,35.5.45.41,138.51.16.32,100,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.41.87,138.51.16.78,200,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.39.5,138.51.17.6,100,
222038,,静岡県,沼津市,消火栓,沼津市市道町,,35.5.35.79,138.51.19.32,150,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.40.15,138.51.15.15,100,
222038,,静岡県,沼津市,消火栓,沼津市市道町,,35.5.38.14,138.51.14.12,150,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.48.07,138.51.16.57,100,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.46.52,138.51.13.01,200,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.43.57,138.51.11.61,200,
222038,,静岡県,沼津市,消火栓,沼津市市道町,,35.5.40.13,138.51.11.09,200,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.46.18,138.51.9.18,100,
222038,,静岡県,沼津市,消火栓,沼津市市道町,,35.5.42.61,138.51.7.5,200,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.47.22,138.51.6.77,100,
222038,,静岡県,沼津市,消火栓,沼津市市道町,,35.5.44.5,138.51.5.73,200,
222038,,静岡県,沼津市,消火栓,沼津市市道町,,35.5.43.24,138.51.3.36,100,
222038,,静岡県,沼津市,消火栓,沼津市本西松下,,35.5.38.28,138.51.2.15,100,
222038,,静岡県,沼津市,消火栓,沼津市真砂町,,35.5.46.3,138.51.10.95,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫馬場,,35.4.46.785,138.52.32.022,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫西村,,35.4.39.61,138.52.35.71,100,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.40.2,138.50.59.87,100,
222038,,静岡県,沼津市,消火栓,沼津市東間門二丁目,,35.5.47.3,138.51.0.45,200,
222038,,静岡県,沼津市,消火栓,沼津市本西松下,,35.5.42.8,138.50.58.74,100,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.39.79,138.50.56.28,100,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.43.94,138.50.57.4,150,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.40.8,138.50.52.77,100,
222038,,静岡県,沼津市,消火栓,沼津市東間門二丁目,,35.5.49.85,138.50.55.05,200,
222038,,静岡県,沼津市,消火栓,沼津市東間門,,35.5.48.78,138.50.55.01,100,
222038,,静岡県,沼津市,消火栓,沼津市東間門,,35.5.45.67,138.50.52.27,100,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.43.8,138.51.0.29,100,
222038,,静岡県,沼津市,消火栓,沼津市本字下一丁田,,35.5.29.17,138.51.19.57,100,
222038,,静岡県,沼津市,消火栓,沼津市市道町,,35.5.32.055,138.51.17.184,200,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.26.91,138.51.15.21,100,
222038,,静岡県,沼津市,消火栓,沼津市本字松下七反田,,35.5.24.48,138.51.13.07,100,
222038,,静岡県,沼津市,消火栓,沼津市本字松下七反田,,35.5.20.14,138.51.10.84,100,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.29.58,138.51.12.97,100,
222038,,静岡県,沼津市,消火栓,沼津市本字松下七反田,,35.5.24.04,138.51.8.61,100,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.32.77,138.51.10.9,100,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.26.87,138.51.5.97,150,
222038,,静岡県,沼津市,消火栓,沼津市松下町,,35.5.34.36,138.51.9.13,100,
222038,,静岡県,沼津市,消火栓,沼津市市道町,,35.5.38.72,138.51.7.33,100,
222038,,静岡県,沼津市,消火栓,沼津市今沢,,35.6.44.31,138.49.10.54,100,
222038,,静岡県,沼津市,消火栓,沼津市今沢,,35.6.59.1,138.49.2.7,150,
222038,,静岡県,沼津市,消火栓,沼津市今沢,,35.6.56.28,138.49.4.29,100,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.7.40.56,138.50.53.43,100,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.7.31.54,138.51.4.97,100,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.7.34.27,138.51.1.94,200,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.7.27.36,138.51.0.68,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫善太夫,,35.4.32.43,138.52.16.96,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫塩場,,35.4.32.15,138.52.14.58,100,
222038,,静岡県,沼津市,消火栓,沼津市我入道江川町,,35.4.40.49,138.52.5.21,100,
222038,,静岡県,沼津市,消火栓,沼津市我入道江川町,,35.4.39.78,138.52.0.49,200,
222038,,静岡県,沼津市,消火栓,沼津市我入道東町,,35.4.35.79,138.52.0.0,150,
222038,,静岡県,沼津市,消火栓,沼津市本字千本郷林,,35.5.1.83,138.51.22.88,75,
222038,,静岡県,沼津市,消火栓,沼津市本字千本,,35.5.13.86,138.51.15.04,100,
222038,,静岡県,沼津市,消火栓,沼津市本字千本郷林,,35.5.8.02,138.51.16.49,75,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.19.85,138.50.8.27,150,
222038,,静岡県,沼津市,消火栓,沼津市西椎路,,35.7.14.93,138.49.57.73,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.17.49,138.50.6.29,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.26.99,138.50.7.63,75,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.24.27,138.50.6.47,150,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.49.53,138.52.44.87,75,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.51.32,138.53.3.4,100,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.48.03,138.52.49.29,100,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.33.17,138.53.17.64,100,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.41.54,138.53.8.01,75,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.37.7,138.53.9.92,150,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.32.24,138.53.12.19,100,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.43.17,138.53.4.82,75,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.43.34,138.53.4.46,400,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.38.36,138.53.6.81,400,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.32.51,138.53.9.7,400,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.41.95,138.53.2.52,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.37.92,138.53.4.48,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.36.06,138.53.5.22,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.38.97,138.53.0.89,100,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.31.52,138.53.4.45,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（舟山）,,34.56.33.35,138.46.50.02,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（舟山）,,34.56.32.77,138.46.53.06,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（舟山）,,34.56.36.67,138.46.52.49,50,
222038,,静岡県,沼津市,消火栓,沼津市戸田（はまゆうの郷）,,34.57.35.31,138.46.29.13,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（はまゆうの郷）,,34.57.34.95,138.46.31.14,100,
222038,,静岡県,沼津市,防火水槽,沼津市上香貫東本郷町,,35.5.34.9,138.52.30.36,,
222038,,静岡県,沼津市,防火水槽,沼津市中原町,,35.5.40.83,138.52.43.22,,
222038,,静岡県,沼津市,防火水槽,沼津市上香貫三ノ洞,,35.5.18.13,138.52.46.75,,
222038,,静岡県,沼津市,防火水槽,沼津市本郷町,,35.5.26.04,138.52.28.97,,
222038,,静岡県,沼津市,防火水槽,沼津市本郷町,,35.5.36.715,138.52.21.746,,
222038,,静岡県,沼津市,防火水槽,沼津市御幸町,,35.5.34.05,138.52.10.96,,
222038,,静岡県,沼津市,防火水槽,沼津市三園町,,35.5.17.01,138.52.11.91,,
222038,,静岡県,沼津市,防火水槽,沼津市御幸町,,35.5.29.91,138.52.4.07,,
222038,,静岡県,沼津市,防火水槽,沼津市御幸町,,35.5.22.53,138.52.6.358,,
222038,,静岡県,沼津市,防火水槽,沼津市御幸町,,35.5.34.21,138.51.59.71,,
222038,,静岡県,沼津市,防火水槽,沼津市吉田町,,35.5.23.82,138.51.59.98,,
222038,,静岡県,沼津市,防火水槽,沼津市吉田町,,35.5.16.12,138.52.3.34,,
222038,,静岡県,沼津市,防火水槽,沼津市市場町３番２９号,,35.5.34.86,138.51.49.64,,
222038,,静岡県,沼津市,防火水槽,沼津市市場町,,35.5.27.67,138.51.53.8,,
222038,,静岡県,沼津市,防火水槽,沼津市市場町,,35.5.31.69,138.51.46.59,,
222038,,静岡県,沼津市,防火水槽,沼津市吉田町,,35.5.16.6,138.51.54.58,,
222038,,静岡県,沼津市,防火水槽,沼津市吉田町,,35.5.10.61,138.52.1.78,,
222038,,静岡県,沼津市,防火水槽,沼津市上香貫槇島町,,35.4.56.41,138.52.8.54,,
222038,,静岡県,沼津市,防火水槽,沼津市三枚橋町,,35.5.56.64,138.52.0.8,,
222038,,静岡県,沼津市,防火水槽,沼津市大手町二丁目,,35.5.57.82,138.51.55.12,,
222038,,静岡県,沼津市,防火水槽,沼津市大手町二丁目,,35.5.46.27,138.51.53.29,,
222038,,静岡県,沼津市,防火水槽,沼津市大手町二丁目,,35.5.53.93,138.51.51.73,,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.17.29,138.51.35.69,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.25.48,138.51.29.12,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.15.01,138.51.36.55,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.46.59,138.47.32.19,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.47.97,138.47.36.82,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.51.47,138.47.14.66,250,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.33.31,138.47.33.49,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.36.56,138.47.31.09,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.38.22,138.47.29.31,75,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.34.52,138.47.28.71,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.42.04,138.47.22.45,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.38.11,138.47.23.43,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.34.73,138.47.21.99,75,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.41.23,138.47.20.83,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.39.57,138.47.20.51,75,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.41.64,138.47.11.15,75,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.39.8,138.47.9.37,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.37.69,138.47.6.36,150,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.39.91,138.47.3.87,100,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.48.65,138.46.58.29,250,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.45.83,138.46.57.93,100,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.38.88,138.46.56.44,150,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.41.65,138.46.53.8,250,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.48.18,138.46.51.53,75,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.49.26,138.46.48.97,150,
222038,,静岡県,沼津市,消火栓,沼津市平沼,,35.8.37.9,138.47.3.16,150,
222038,,静岡県,沼津市,消火栓,沼津市石川,,35.8.48.2,138.46.55.72,100,
