都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度,経度,口径,備考
222038,,静岡県,沼津市,井戸,沼津市下香貫塩場,,35.4.32.2,138.52.15.74,,
222038,,静岡県,沼津市,井戸,沼津市上香貫三貫地,,35.4.41.1,138.52.5.2,,
222038,,静岡県,沼津市,井戸,沼津市我入道南条寺,,35.4.35.29,138.52.4.74,,
222038,,静岡県,沼津市,井戸,沼津市我入道南条寺,,35.4.30.88,138.52.9.242,,
222038,,静岡県,沼津市,井戸,沼津市我入道南条寺,,35.4.28.045,138.52.4.71,,
222038,,静岡県,沼津市,井戸,沼津市下香貫下障子,,35.4.42.94,138.52.17.05,,
222038,,静岡県,沼津市,井戸,沼津市我入道一本松町,,35.4.30.79,138.51.59.07,,
222038,,静岡県,沼津市,井戸,沼津市我入道稲荷町,,35.4.27.2,138.51.52.84,,
222038,,静岡県,沼津市,井戸,沼津市我入道秋葉町,,35.4.22.18,138.51.51.97,,
222038,,静岡県,沼津市,井戸,沼津市我入道稲荷町,,35.4.28.52,138.51.48.4,,
222038,,静岡県,沼津市,井戸,沼津市我入道稲荷町,,35.4.25.08,138.51.49.45,,
222038,,静岡県,沼津市,井戸,沼津市我入道浜町,,35.4.29.64,138.51.44.66,,
222038,,静岡県,沼津市,井戸,沼津市我入道八間割,,35.4.26.85,138.51.43.22,,
222038,,静岡県,沼津市,井戸,沼津市下香貫島郷,,35.4.20.08,138.52.31.36,,
222038,,静岡県,沼津市,井戸,沼津市下香貫浜田,,35.4.29.33,138.52.22.99,,
222038,,静岡県,沼津市,井戸,沼津市我入道秋葉町,,35.4.22.58,138.52.0.14,,
222038,,静岡県,沼津市,井戸,沼津市下香貫島郷,,35.4.25.25,138.52.29.88,,
222038,,静岡県,沼津市,井戸,沼津市下香貫前原,,35.4.34.0,138.52.24.31,,
222038,,静岡県,沼津市,井戸,沼津市下香貫塩満,,35.4.26.58,138.52.49.74,,
222038,,静岡県,沼津市,井戸,沼津市下香貫樋ノ口,,35.4.21.9,138.52.37.976,,
222038,,静岡県,沼津市,井戸,沼津市下香貫島郷,,35.4.14.59,138.52.35.24,,
222038,,静岡県,沼津市,井戸,沼津市下香貫島郷,,35.4.4.24,138.52.42.656,,
222038,,静岡県,沼津市,井戸,沼津市大岡（日吉）,,35.5.46.39,138.52.30.61,,
222038,,静岡県,沼津市,井戸,沼津市平町,,35.5.47.15,138.52.14.34,,
222038,,静岡県,沼津市,防火水槽,沼津市足高,,35.9.9.03,138.51.20.37,,
222038,,静岡県,沼津市,防火水槽,沼津市西熊堂,,35.8.7.96,138.51.37.68,,
222038,,静岡県,沼津市,防火水槽,沼津市西熊堂,,35.8.15.78,138.51.33.06,,
222038,,静岡県,沼津市,防火水槽,沼津市高尾台,,35.7.58.25,138.51.51.32,,
222038,,静岡県,沼津市,防火水槽,沼津市豊町,,35.7.38.23,138.51.56.71,,
222038,,静岡県,沼津市,防火水槽,沼津市高尾台,,35.7.46.92,138.51.51.26,,
222038,,静岡県,沼津市,井戸,沼津市下河原町,,35.5.9.78,138.51.36.98,,
222038,,静岡県,沼津市,井戸,沼津市春日町,,35.4.57.78,138.51.41.98,,
222038,,静岡県,沼津市,井戸,沼津市春日町,,35.4.53.75,138.51.43.81,,
222038,,静岡県,沼津市,井戸,沼津市蛇松町,,35.4.58.72,138.51.45.06,,
222038,,静岡県,沼津市,井戸,沼津市蓼原町,,35.4.49.0,138.51.48.49,,
222038,,静岡県,沼津市,井戸,沼津市春日町,,35.4.44.92,138.51.45.99,,
222038,,静岡県,沼津市,井戸,沼津市錦町,,35.5.56.03,138.51.14.08,,
222038,,静岡県,沼津市,井戸,沼津市錦町,,35.5.52.59,138.51.13.51,,
222038,,静岡県,沼津市,池,沼津市大岡（上石田）,,35.6.47.34,138.53.2.09,,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.35.02,138.48.26.96,300,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.29.28,138.48.23.19,150,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.43.81,138.48.29.09,100,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.40.31,138.48.28.33,200,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.44.86,138.48.26.09,100,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.39.96,138.48.24.3,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.5.58.59,138.52.51.99,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.0.33,138.52.54.6,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.2.11,138.52.57.65,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.5.58.65,138.52.52.74,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.0.33,138.52.55.51,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.1.91,138.52.58.08,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.3.01,138.53.0.38,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.3.94,138.53.1.65,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.14.12,138.52.44.83,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.11.6,138.52.43.48,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.9.2,138.52.42.76,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.3.51,138.52.44.63,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（石田ケ丘）,,35.6.15.27,138.52.39.7,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.12.61,138.52.40.64,100,
222038,,静岡県,沼津市,消火栓,沼津市江原町,,35.7.4.8,138.51.57.27,250,
222038,,静岡県,沼津市,消火栓,沼津市江原町,,35.7.4.87,138.51.55.57,250,
222038,,静岡県,沼津市,消火栓,沼津市江原町,,35.6.59.51,138.51.57.33,400,
222038,,静岡県,沼津市,消火栓,沼津市筒井町,,35.6.58.25,138.51.57.4,150,
222038,,静岡県,沼津市,消火栓,沼津市柳町,,35.6.54.87,138.51.57.78,150,
222038,,静岡県,沼津市,消火栓,沼津市江原町,,35.7.4.86,138.51.49.02,100,
222038,,静岡県,沼津市,消火栓,沼津市江原町,,35.7.1.68,138.51.48.61,100,
222038,,静岡県,沼津市,消火栓,沼津市江原町,,35.7.0.19,138.51.49.35,75,
222038,,静岡県,沼津市,消火栓,沼津市江原町,,35.6.56.07,138.51.47.67,100,
222038,,静岡県,沼津市,消火栓,沼津市沢田町,,35.6.51.19,138.51.40.54,100,
222038,,静岡県,沼津市,消火栓,沼津市若葉町,,35.7.3.2,138.51.40.95,200,
222038,,静岡県,沼津市,消火栓,沼津市沢田町,,35.7.0.08,138.51.41.65,75,
222038,,静岡県,沼津市,消火栓,沼津市沢田町,,35.6.56.31,138.51.41.24,75,
222038,,静岡県,沼津市,消火栓,沼津市若葉町,,35.6.49.97,138.51.35.09,250,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.9.61,138.48.56.41,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.4.75,138.48.51.18,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.5.19,138.52.27.97,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.13.27,138.52.35.94,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.3.84,138.52.41.66,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.2.84,138.52.51.65,250,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.56.99,138.52.34.33,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.51.15,138.52.33.31,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.49.69,138.52.31.06,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.49.42,138.52.26.55,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.49.2,138.52.33.5,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡,,35.5.53.9,138.52.37.33,750,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.46.0,138.52.28.94,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.48.67,138.52.27.26,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.5.53.16,138.52.44.85,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.5.54.93,138.52.47.31,300,
222038,,静岡県,沼津市,消火栓,沼津市北高島町,,35.6.33.82,138.51.32.49,100,
222038,,静岡県,沼津市,消火栓,沼津市沼北町一丁目,,35.6.38.41,138.51.28.16,100,
222038,,静岡県,沼津市,消火栓,沼津市沼北町一丁目,,35.6.34.15,138.51.27.99,100,
222038,,静岡県,沼津市,消火栓,沼津市沼北町一丁目,,35.6.40.98,138.51.25.76,300,
222038,,静岡県,沼津市,消火栓,沼津市沼北町二丁目,,35.6.38.94,138.51.22.48,100,
222038,,静岡県,沼津市,消火栓,沼津市沼北町二丁目,,35.6.34.65,138.51.24.12,300,
222038,,静岡県,沼津市,消火栓,沼津市沼北町一丁目,,35.6.30.34,138.51.24.1,300,
222038,,静岡県,沼津市,消火栓,沼津市沼北町二丁目,,35.6.42.39,138.51.20.6,150,
222038,,静岡県,沼津市,消火栓,沼津市沼北町二丁目,,35.6.39.55,138.51.15.8,100,
222038,,静岡県,沼津市,消火栓,沼津市沼北町二丁目,,35.6.44.435,138.51.11.642,150,
222038,,静岡県,沼津市,消火栓,沼津市東原,,35.7.57.07,138.49.46.5,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（南小林）,,35.7.42.98,138.53.34.12,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（南小林）,,35.7.37.75,138.53.39.97,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（南小林）,,35.7.37.74,138.53.33.65,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（南小林）,,35.7.33.2,138.53.31.14,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（北小林）,,35.7.35.55,138.53.26.57,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（北小林）,,35.7.33.11,138.53.27.71,100,
222038,,静岡県,沼津市,消火栓,沼津市沼北町一丁目,,35.6.46.43,138.51.26.26,300,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.25.13,138.51.35.32,150,
222038,,静岡県,沼津市,消火栓,沼津市高島本町,,35.6.19.92,138.51.34.68,150,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.14.83,138.51.33.75,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.25.41,138.51.31.03,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.22.33,138.51.31.048,100,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.19.19,138.51.29.58,150,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.17.11,138.51.29.93,75,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.14.0,138.51.28.89,100,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.12.01,138.51.29.67,150,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.26.08,138.51.26.92,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.20.95,138.51.25.99,75,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.17.23,138.51.25.43,100,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.12.42,138.51.25.48,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.25.905,138.51.23.146,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.22.66,138.51.22.618,100,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.19.73,138.51.22.67,150,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.16.575,138.51.21.752,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.26.39,138.51.18.0,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.25.11,138.51.13.53,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.26.64,138.51.12.19,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.23.88,138.51.11.75,100,
222038,,静岡県,沼津市,消火栓,沼津市本田町,,35.6.25.45,138.51.8.75,100,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.9.21,138.51.33.05,100,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.5.07,138.51.30.35,75,
222038,,静岡県,沼津市,消火栓,沼津市高島町,,35.6.4.61,138.51.32.44,100,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.8.8,138.51.28.82,100,
222038,,静岡県,沼津市,消火栓,沼津市高沢町,,35.6.5.89,138.51.27.86,150,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.10.03,138.54.28.6,150,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.11.59,138.54.22.44,75,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.6.51,138.51.23.99,100,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.10.87,138.51.21.17,300,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.8.04,138.51.22.42,100,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.3.76,138.51.21.81,100,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.2.26,138.51.23.21,100,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.11.68,138.51.14.17,200,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.6.89,138.51.12.87,150,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.6.53,138.51.16.85,150,
222038,,静岡県,沼津市,消火栓,沼津市双葉町,,35.6.9.72,138.51.8.02,150,
222038,,静岡県,沼津市,消火栓,沼津市中沢田,,35.6.56.02,138.51.10.43,150,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.6.45.93,138.51.9.08,150,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.6.45.34,138.51.0.19,100,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.6.54.22,138.51.6.16,150,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.23.28,138.54.4.89,100,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.22.11,138.53.58.07,100,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.16.4,138.53.57.16,150,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.16.56,138.53.53.47,75,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.18.21,138.53.50.35,75,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.5.92,138.54.7.26,100,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.3.58.08,138.54.1.38,100,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.3.0,138.53.56.98,75,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.3.55.76,138.53.58.09,75,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.7.32,138.53.47.96,100,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.4.3,138.53.43.89,100,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.3.42,138.53.49.14,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.55.98,138.54.1.89,200,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.56.34,138.54.0.35,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.52.36,138.53.56.62,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.49.45,138.53.53.57,200,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.46.73,138.53.53.24,200,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.45.6,138.53.51.5,200,
222038,,静岡県,沼津市,防火水槽,沼津市西椎路,,35.7.27.84,138.49.42.19,,
222038,,静岡県,沼津市,防火水槽,沼津市西椎路,,35.7.34.12,138.49.38.86,,
222038,,静岡県,沼津市,防火水槽,沼津市東原,,35.7.31.89,138.49.34.31,,
222038,,静岡県,沼津市,防火水槽,沼津市東原,,35.7.31.44,138.49.32.92,,
222038,,静岡県,沼津市,防火水槽,沼津市東原,,35.7.26.51,138.49.29.74,,
222038,,静岡県,沼津市,防火水槽,沼津市西椎路４９８番３６号,,35.7.20.75,138.49.56.57,,
222038,,静岡県,沼津市,防火水槽,沼津市松長,,35.7.2.6,138.49.38.89,,
222038,,静岡県,沼津市,防火水槽,沼津市東原,,35.7.54.58,138.49.44.79,,
222038,,静岡県,沼津市,防火水槽,沼津市東原,,35.7.39.62,138.49.33.82,,
222038,,静岡県,沼津市,防火水槽,沼津市東原,,35.7.47.91,138.49.25.36,,
222038,,静岡県,沼津市,防火水槽,沼津市鳥谷,,35.7.46.86,138.49.20.34,,
222038,,静岡県,沼津市,防火水槽,沼津市鳥谷,,35.7.47.25,138.49.17.86,,
222038,,静岡県,沼津市,防火水槽,沼津市北今沢,,35.7.15.54,138.49.6.71,,
222038,,静岡県,沼津市,防火水槽,沼津市北今沢,,35.7.12.36,138.49.17.84,,
222038,,静岡県,沼津市,防火水槽,沼津市東原２５４番１号,,35.7.24.01,138.49.15.35,,
222038,,静岡県,沼津市,防火水槽,沼津市柳沢,,35.8.28.2,138.49.23.55,,
222038,,静岡県,沼津市,防火水槽,沼津市柳沢,,35.8.23.2,138.49.21.87,,
222038,,静岡県,沼津市,防火水槽,沼津市柳沢,,35.8.25.87,138.49.20.61,,
222038,,静岡県,沼津市,防火水槽,沼津市柳沢,,35.8.32.52,138.49.20.72,,
222038,,静岡県,沼津市,防火水槽,沼津市柳沢,,35.8.28.53,138.49.18.41,,
222038,,静岡県,沼津市,防火水槽,沼津市鳥谷,,35.7.48.5,138.49.12.33,,
222038,,静岡県,沼津市,防火水槽,沼津市鳥谷,,35.7.46.65,138.49.10.9,,
222038,,静岡県,沼津市,防火水槽,沼津市鳥谷,,35.7.56.83,138.49.18.09,,
222038,,静岡県,沼津市,防火水槽,沼津市鳥谷,,35.7.54.95,138.49.15.95,,
222038,,静岡県,沼津市,防火水槽,沼津市青野,,35.8.16.39,138.48.55.92,,
222038,,静岡県,沼津市,防火水槽,沼津市柳沢,,35.8.5.46,138.49.6.9,,
222038,,静岡県,沼津市,防火水槽,沼津市青野,,35.8.4.45,138.48.57.38,,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.44.59,138.46.40.97,200,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.40.29,138.46.45.85,125,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.41.73,138.46.40.68,100,
222038,,静岡県,沼津市,防火水槽,沼津市青野,,35.8.6.99,138.48.51.11,,
222038,,静岡県,沼津市,防火水槽,沼津市青野,,35.8.9.81,138.48.51.47,,
222038,,静岡県,沼津市,防火水槽,沼津市青野,,35.8.8.81,138.48.50.76,,
222038,,静岡県,沼津市,防火水槽,沼津市青野,,35.8.8.17,138.48.48.31,,
222038,,静岡県,沼津市,防火水槽,沼津市青野,,35.8.11.44,138.48.48.75,,
222038,,静岡県,沼津市,防火水槽,沼津市宮本,,35.9.45.93,138.50.44.28,,
222038,,静岡県,沼津市,防火水槽,沼津市宮本,,35.9.36.66,138.50.41.71,,
222038,,静岡県,沼津市,防火水槽,沼津市宮本,,35.9.32.26,138.50.45.33,,
222038,,静岡県,沼津市,防火水槽,沼津市宮本,,35.9.35.59,138.50.30.25,,
222038,,静岡県,沼津市,防火水槽,沼津市宮本,,35.8.38.11,138.50.28.11,,
222038,,静岡県,沼津市,防火水槽,沼津市宮本,,35.8.41.02,138.50.32.87,,
222038,,静岡県,沼津市,防火水槽,沼津市宮本,,35.8.32.91,138.50.32.04,,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.40.64,138.46.35.86,150,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.37.26,138.46.38.14,150,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.38.93,138.46.31.19,150,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.40.01,138.46.26.53,150,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.42.51,138.46.26.1,125,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.47.61,138.46.11.9,200,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.50.98,138.46.12.66,200,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.48.14,138.46.6.45,150,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.52.46,138.46.6.15,200,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.53.57,138.46.0.38,200,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.49.89,138.45.52.98,150,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.49.49,138.45.55.98,150,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.41.46,138.46.20.21,100,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.43.6,138.46.19.31,150,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.43.52,138.46.10.42,100,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.45.47,138.46.9.25,150,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.45.23,138.46.0.59,100,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.48.44,138.46.1.35,125,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.44.62,138.45.57.656,100,
222038,,静岡県,沼津市,消火栓,沼津市足高字尾上３４７－１０,,35.8.48.84,138.51.56.27,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.32.11,138.51.28.13,75,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.29.05,138.51.29.5,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.25.6,138.51.32.91,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.21.41,138.51.34.17,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.17.07,138.51.33.4,75,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.22.4,138.51.30.78,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.28.88,138.51.31.56,100,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.57.03,138.45.36.14,200,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.52.1,138.45.34.78,200,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.57.92,138.45.32.86,100,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.56.18,138.45.27.09,100,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.51.37,138.45.28.18,100,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.51.48,138.45.24.82,100,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.51.18,138.45.39.79,100,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.54.11,138.45.37.55,100,
222038,,静岡県,沼津市,消火栓,沼津市桃里,,35.7.48.39,138.45.40.57,100,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.47.13,138.45.39.06,100,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.48.1,138.45.34.49,150,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.48.64,138.45.29.43,150,
222038,,静岡県,沼津市,消火栓,沼津市植田,,35.7.49.37,138.45.24.93,100,
222038,,静岡県,沼津市,消火栓,沼津市鳥谷,,35.7.53.11,138.49.1.48,75,
222038,,静岡県,沼津市,消火栓,沼津市大塚,,35.7.32.26,138.48.52.39,100,
222038,,静岡県,沼津市,消火栓,沼津市大塚,,35.7.34.48,138.48.46.75,250,
222038,,静岡県,沼津市,消火栓,沼津市大塚,,35.7.37.39,138.48.38.51,250,
222038,,静岡県,沼津市,消火栓,沼津市大塚,,35.7.38.86,138.48.33.62,250,
222038,,静岡県,沼津市,消火栓,沼津市豊町,,35.7.42.52,138.51.55.78,100,
222038,,静岡県,沼津市,消火栓,沼津市東熊堂,,35.7.36.22,138.51.57.33,100,
222038,,静岡県,沼津市,消火栓,沼津市東熊堂,,35.7.39.25,138.51.52.96,100,
222038,,静岡県,沼津市,消火栓,沼津市東熊堂,,35.7.34.45,138.51.53.77,150,
222038,,静岡県,沼津市,消火栓,沼津市高尾台,,35.7.51.17,138.51.50.96,150,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.36.73,138.50.5.09,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.47.19,138.50.11.34,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.51.81,138.49.58.56,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.42.37,138.50.8.32,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.42.15,138.50.17.71,,
222038,,静岡県,沼津市,防火水槽,沼津市小諏訪,,35.6.16.5,138.50.7.14,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.23.06,138.50.6.58,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.26.9,138.50.2.8,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.30.1,138.49.56.53,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.33.85,138.49.50.07,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.34.92,138.49.50.47,,
222038,,静岡県,沼津市,防火水槽,沼津市大諏訪,,35.6.20.29,138.49.58.75,,
222038,,静岡県,沼津市,消火栓,沼津市豊町,,35.7.31.4,138.51.51.35,75,
222038,,静岡県,沼津市,消火栓,沼津市足高尾上,,35.8.28.71,138.51.25.6,150,
222038,,静岡県,沼津市,消火栓,沼津市足高字尾上,,35.8.26.22,138.51.26.42,150,
222038,,静岡県,沼津市,消火栓,沼津市西熊堂,,35.8.8.48,138.51.35.43,150,
222038,,静岡県,沼津市,消火栓,沼津市高砂町,,35.7.50.58,138.51.41.84,150,
222038,,静岡県,沼津市,消火栓,沼津市高砂町,,35.7.45.01,138.51.42.97,150,
222038,,静岡県,沼津市,消火栓,沼津市高砂町,,35.7.40.19,138.51.43.52,100,
222038,,静岡県,沼津市,消火栓,沼津市高砂町,,35.7.35.67,138.51.45.06,150,
222038,,静岡県,沼津市,消火栓,沼津市駿河台,,35.7.48.42,138.51.35.78,100,
222038,,静岡県,沼津市,防火水槽,沼津市高砂町,,35.7.50.41,138.51.44.75,,
222038,,静岡県,沼津市,防火水槽,沼津市松沢町,,35.7.29.64,138.51.55.64,,
222038,,静岡県,沼津市,防火水槽,沼津市東熊堂,,35.7.19.88,138.51.51.93,,
222038,,静岡県,沼津市,防火水槽,沼津市松沢町,,35.7.18.97,138.51.59.94,,
222038,,静岡県,沼津市,防火水槽,沼津市松沢町,,35.7.18.92,138.51.59.89,,
222038,,静岡県,沼津市,防火水槽,沼津市足高尾上,,35.8.16.87,138.51.19.07,,
222038,,静岡県,沼津市,防火水槽,沼津市西熊堂,,35.8.5.36,138.51.37.43,,
222038,,静岡県,沼津市,防火水槽,沼津市西熊堂,,35.8.10.91,138.51.33.36,,
